stateCode,reportDate,source,cases_day,recovered_day,deaths_day,reportDate_timestamp,ags,community_name,cases,deaths,recovered,population_number,population_density
DE-BW,05-03-2020,RKI,0,0,0,1583366400000,08111,Stuttgart,0,0,0,634830,3062
DE-BW,06-03-2020,RKI,1,1,0,1583452800000,08111,Stuttgart,1,0,1,634830,3062
DE-BW,07-03-2020,RKI,4,4,0,1583539200000,08111,Stuttgart,5,0,5,634830,3062
DE-BW,09-03-2020,RKI,7,7,0,1583712000000,08111,Stuttgart,12,0,12,634830,3062
DE-BW,10-03-2020,RKI,11,11,0,1583798400000,08111,Stuttgart,23,0,23,634830,3062
DE-BW,11-03-2020,RKI,5,5,0,1583884800000,08111,Stuttgart,28,0,28,634830,3062
DE-BW,12-03-2020,RKI,9,9,0,1583971200000,08111,Stuttgart,37,0,37,634830,3062
DE-BW,13-03-2020,RKI,37,37,0,1584057600000,08111,Stuttgart,74,0,74,634830,3062
DE-BW,14-03-2020,RKI,31,31,0,1584144000000,08111,Stuttgart,105,0,105,634830,3062
DE-BW,15-03-2020,RKI,19,19,0,1584230400000,08111,Stuttgart,124,0,124,634830,3062
DE-BW,16-03-2020,RKI,69,68,1,1584316800000,08111,Stuttgart,193,1,192,634830,3062
DE-BW,17-03-2020,RKI,26,26,0,1584403200000,08111,Stuttgart,219,1,218,634830,3062
DE-BW,18-03-2020,RKI,66,62,3,1584489600000,08111,Stuttgart,285,4,280,634830,3062
DE-BW,19-03-2020,RKI,33,31,2,1584576000000,08111,Stuttgart,318,6,311,634830,3062
DE-BW,20-03-2020,RKI,61,60,1,1584662400000,08111,Stuttgart,379,7,371,634830,3062
DE-BW,21-03-2020,RKI,44,44,0,1584748800000,08111,Stuttgart,423,7,415,634830,3062
DE-BW,22-03-2020,RKI,13,13,1,1584835200000,08111,Stuttgart,436,8,428,634830,3062
DE-BW,23-03-2020,RKI,24,22,1,1584921600000,08111,Stuttgart,460,9,450,634830,3062
DE-BW,24-03-2020,RKI,34,26,2,1585008000000,08111,Stuttgart,494,11,476,634830,3062
DE-BW,25-03-2020,RKI,35,29,0,1585094400000,08111,Stuttgart,529,11,505,634830,3062
DE-BW,26-03-2020,RKI,63,48,5,1585180800000,08111,Stuttgart,592,16,553,634830,3062
DE-BW,27-03-2020,RKI,56,39,0,1585267200000,08111,Stuttgart,648,16,592,634830,3062
DE-BW,28-03-2020,RKI,36,30,1,1585353600000,08111,Stuttgart,684,17,622,634830,3062
DE-BW,29-03-2020,RKI,43,29,1,1585440000000,08111,Stuttgart,727,18,651,634830,3062
DE-BW,30-03-2020,RKI,23,12,1,1585526400000,08111,Stuttgart,750,19,663,634830,3062
DE-BW,31-03-2020,RKI,42,25,1,1585612800000,08111,Stuttgart,792,20,688,634830,3062
DE-BW,01-04-2020,RKI,37,24,1,1585699200000,08111,Stuttgart,829,21,712,634830,3062
DE-BW,02-04-2020,RKI,26,17,3,1585785600000,08111,Stuttgart,855,24,729,634830,3062
DE-BW,03-04-2020,RKI,25,18,0,1585872000000,08111,Stuttgart,880,24,747,634830,3062
DE-BW,04-04-2020,RKI,25,11,1,1585958400000,08111,Stuttgart,905,25,758,634830,3062
DE-BW,05-04-2020,RKI,11,6,0,1586044800000,08111,Stuttgart,916,25,764,634830,3062
DE-BW,06-04-2020,RKI,23,10,3,1586131200000,08111,Stuttgart,939,28,774,634830,3062
DE-BW,07-04-2020,RKI,34,16,0,1586217600000,08111,Stuttgart,973,28,790,634830,3062
DE-BW,08-04-2020,RKI,21,3,3,1586304000000,08111,Stuttgart,994,31,793,634830,3062
DE-BW,09-04-2020,RKI,27,5,0,1586390400000,08111,Stuttgart,1021,31,798,634830,3062
DE-BW,10-04-2020,RKI,5,2,0,1586476800000,08111,Stuttgart,1026,31,800,634830,3062
DE-BW,11-04-2020,RKI,18,3,0,1586563200000,08111,Stuttgart,1044,31,803,634830,3062
DE-BW,12-04-2020,RKI,43,10,3,1586649600000,08111,Stuttgart,1087,34,813,634830,3062
DE-BW,13-04-2020,RKI,5,1,0,1586736000000,08111,Stuttgart,1092,34,814,634830,3062
DE-BW,14-04-2020,RKI,18,2,0,1586822400000,08111,Stuttgart,1110,34,816,634830,3062
DE-BW,15-04-2020,RKI,22,0,2,1586908800000,08111,Stuttgart,1132,36,816,634830,3062
DE-BW,16-04-2020,RKI,15,2,0,1586995200000,08111,Stuttgart,1147,36,818,634830,3062
DE-BW,17-04-2020,RKI,8,0,0,1587081600000,08111,Stuttgart,1155,36,818,634830,3062
DE-BW,18-04-2020,RKI,9,0,0,1587168000000,08111,Stuttgart,1164,36,818,634830,3062
DE-BW,05-03-2020,RKI,1,1,0,1583366400000,08115,Böblingen,1,0,1,391640,634
DE-BW,09-03-2020,RKI,0,0,0,1583712000000,08115,Böblingen,1,0,1,391640,634
DE-BW,11-03-2020,RKI,1,1,0,1583884800000,08115,Böblingen,2,0,2,391640,634
DE-BW,12-03-2020,RKI,2,2,0,1583971200000,08115,Böblingen,4,0,4,391640,634
DE-BW,13-03-2020,RKI,11,11,0,1584057600000,08115,Böblingen,15,0,15,391640,634
DE-BW,14-03-2020,RKI,5,5,0,1584144000000,08115,Böblingen,20,0,20,391640,634
DE-BW,15-03-2020,RKI,12,10,2,1584230400000,08115,Böblingen,32,2,30,391640,634
