AnzahlFall,AnzahlTodesfall,Meldedatum,IdLandkreis,IdBundesland,Landkreis,stateCode,reportDate,cases,deaths,population_number,population_density
1,0,1584489600000,09275,9,LK Passau,DE-BY,2020-03-18,13,0,192043,125
1,0,1584576000000,09275,9,LK Passau,DE-BY,2020-03-19,14,0,192043,125
1,0,1584662400000,09275,9,LK Passau,DE-BY,2020-03-20,15,0,192043,125
2,0,1584748800000,09275,9,LK Passau,DE-BY,2020-03-21,17,0,192043,125
1,0,1584921600000,09275,9,LK Passau,DE-BY,2020-03-23,18,0,192043,125
1,0,1585008000000,09275,9,LK Passau,DE-BY,2020-03-24,19,0,192043,125
1,0,1585094400000,09275,9,LK Passau,DE-BY,2020-03-25,20,0,192043,125
2,0,1585180800000,09275,9,LK Passau,DE-BY,2020-03-26,22,0,192043,125
2,0,1584057600000,09276,9,LK Regen,DE-BY,2020-03-13,3,0,77656,80
1,0,1584144000000,09276,9,LK Regen,DE-BY,2020-03-14,4,0,77656,80
7,0,1584230400000,09276,9,LK Regen,DE-BY,2020-03-15,11,0,77656,80
3,0,1584316800000,09276,9,LK Regen,DE-BY,2020-03-16,14,0,77656,80
1,0,1584489600000,09276,9,LK Regen,DE-BY,2020-03-18,15,0,77656,80
2,0,1584576000000,09276,9,LK Regen,DE-BY,2020-03-19,17,0,77656,80
1,0,1584662400000,09276,9,LK Regen,DE-BY,2020-03-20,18,0,77656,80
1,0,1584748800000,09276,9,LK Regen,DE-BY,2020-03-21,19,0,77656,80
7,0,1585008000000,09276,9,LK Regen,DE-BY,2020-03-24,26,0,77656,80
1,0,1585094400000,09276,9,LK Regen,DE-BY,2020-03-25,27,0,77656,80
1,0,1585180800000,09276,9,LK Regen,DE-BY,2020-03-26,28,0,77656,80
1,0,1583884800000,09277,9,LK Rottal-Inn,DE-BY,2020-03-11,2,0,120659,94
1,0,1583971200000,09277,9,LK Rottal-Inn,DE-BY,2020-03-12,3,0,120659,94
2,0,1584057600000,09277,9,LK Rottal-Inn,DE-BY,2020-03-13,5,0,120659,94
1,0,1584144000000,09277,9,LK Rottal-Inn,DE-BY,2020-03-14,6,0,120659,94
2,0,1584403200000,09277,9,LK Rottal-Inn,DE-BY,2020-03-17,8,0,120659,94
1,0,1584489600000,09277,9,LK Rottal-Inn,DE-BY,2020-03-18,9,0,120659,94
1,0,1584576000000,09277,9,LK Rottal-Inn,DE-BY,2020-03-19,10,0,120659,94
1,0,1584662400000,09277,9,LK Rottal-Inn,DE-BY,2020-03-20,11,0,120659,94
1,0,1584748800000,09277,9,LK Rottal-Inn,DE-BY,2020-03-21,12,0,120659,94
1,0,1584835200000,09277,9,LK Rottal-Inn,DE-BY,2020-03-22,13,0,120659,94
1,0,1584921600000,09277,9,LK Rottal-Inn,DE-BY,2020-03-23,14,0,120659,94
1,0,1585008000000,09277,9,LK Rottal-Inn,DE-BY,2020-03-24,15,0,120659,94
1,0,1585094400000,09277,9,LK Rottal-Inn,DE-BY,2020-03-25,16,0,120659,94
1,0,1585180800000,09277,9,LK Rottal-Inn,DE-BY,2020-03-26,17,0,120659,94
1,0,1584230400000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-15,2,0,100649,84
1,0,1584316800000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-16,3,0,100649,84
3,0,1584403200000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-17,6,0,100649,84
1,0,1584489600000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-18,7,0,100649,84
1,0,1584576000000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-19,8,0,100649,84
1,0,1584662400000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-20,9,0,100649,84
1,0,1584748800000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-21,10,0,100649,84
1,0,1584835200000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-22,11,0,100649,84
1,0,1585008000000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-24,12,0,100649,84
3,0,1585094400000,09278,9,LK Straubing-Bogen,DE-BY,2020-03-25,15,0,100649,84
1,0,1583366400000,11001,11,SK Berlin Mitte,DE-BE,2020-03-05,2,0,384172,9733
1,0,1583625600000,11001,11,SK Berlin Mitte,DE-BE,2020-03-08,3,0,384172,9733
1,0,1583798400000,11001,11,SK Berlin Mitte,DE-BE,2020-03-10,4,0,384172,9733
1,0,1583884800000,11001,11,SK Berlin Mitte,DE-BE,2020-03-11,5,0,384172,9733
2,0,1583971200000,11001,11,SK Berlin Mitte,DE-BE,2020-03-12,7,0,384172,9733
5,0,1584057600000,11001,11,SK Berlin Mitte,DE-BE,2020-03-13,12,0,384172,9733
1,0,1584144000000,11001,11,SK Berlin Mitte,DE-BE,2020-03-14,13,0,384172,9733
3,0,1584230400000,11001,11,SK Berlin Mitte,DE-BE,2020-03-15,16,0,384172,9733
1,0,1584316800000,11001,11,SK Berlin Mitte,DE-BE,2020-03-16,17,0,384172,9733
2,0,1584403200000,11001,11,SK Berlin Mitte,DE-BE,2020-03-17,19,0,384172,9733
1,0,1584489600000,11001,11,SK Berlin Mitte,DE-BE,2020-03-18,20,0,384172,9733
2,0,1584576000000,11001,11,SK Berlin Mitte,DE-BE,2020-03-19,22,0,384172,9733
6,0,1584662400000,11001,11,SK Berlin Mitte,DE-BE,2020-03-20,28,0,384172,9733
1,0,1584748800000,11001,11,SK Berlin Mitte,DE-BE,2020-03-21,29,0,384172,9733
1,0,1584835200000,11001,11,SK Berlin Mitte,DE-BE,2020-03-22,30,0,384172,9733
1,0,1584921600000,11001,11,SK Berlin Mitte,DE-BE,2020-03-23,31,0,384172,9733
-1,0,1585008000000,11001,11,SK Berlin Mitte,DE-BE,2020-03-24,30,0,384172,9733
6,0,1585094400000,11001,11,SK Berlin Mitte,DE-BE,2020-03-25,36,0,384172,9733
1,0,1585180800000,11001,11,SK Berlin Mitte,DE-BE,2020-03-26,37,0,384172,9733
1,0,1583366400000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-05,3,0,289762,14373
1,0,1583625600000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-08,4,0,289762,14373
1,0,1583712000000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-09,5,0,289762,14373
1,0,1583798400000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-10,6,0,289762,14373
1,0,1583884800000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-11,7,0,289762,14373
2,0,1584057600000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-13,9,0,289762,14373
1,0,1584144000000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-14,10,0,289762,14373
1,0,1584230400000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-15,11,0,289762,14373
2,0,1584316800000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-16,13,0,289762,14373
1,0,1584403200000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-17,14,0,289762,14373
7,0,1584489600000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-18,21,0,289762,14373
5,0,1584576000000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-19,26,0,289762,14373
6,0,1584662400000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-20,32,0,289762,14373
6,0,1584748800000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-21,38,0,289762,14373
1,0,1584835200000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-22,39,0,289762,14373
4,0,1584921600000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-23,43,0,289762,14373
2,0,1585008000000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-24,45,0,289762,14373
-1,0,1585094400000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-25,44,0,289762,14373
4,0,1585180800000,11002,11,SK Berlin Friedrichshain-Kreuzberg,DE-BE,2020-03-26,48,0,289762,14373
1,0,1583366400000,11003,11,SK Berlin Pankow,DE-BE,2020-03-05,2,0,407765,3958
1,0,1583452800000,11003,11,SK Berlin Pankow,DE-BE,2020-03-06,3,0,407765,3958
1,0,1583712000000,11003,11,SK Berlin Pankow,DE-BE,2020-03-09,4,0,407765,3958
1,0,1583798400000,11003,11,SK Berlin Pankow,DE-BE,2020-03-10,5,0,407765,3958
2,0,1583884800000,11003,11,SK Berlin Pankow,DE-BE,2020-03-11,7,0,407765,3958
1,0,1583971200000,11003,11,SK Berlin Pankow,DE-BE,2020-03-12,8,0,407765,3958
1,0,1584057600000,11003,11,SK Berlin Pankow,DE-BE,2020-03-13,9,0,407765,3958
3,0,1584316800000,11003,11,SK Berlin Pankow,DE-BE,2020-03-16,12,0,407765,3958
1,0,1584403200000,11003,11,SK Berlin Pankow,DE-BE,2020-03-17,13,0,407765,3958
3,0,1584489600000,11003,11,SK Berlin Pankow,DE-BE,2020-03-18,16,0,407765,3958
2,0,1584576000000,11003,11,SK Berlin Pankow,DE-BE,2020-03-19,18,0,407765,3958
1,0,1584662400000,11003,11,SK Berlin Pankow,DE-BE,2020-03-20,19,0,407765,3958
6,0,1584748800000,11003,11,SK Berlin Pankow,DE-BE,2020-03-21,25,0,407765,3958
1,0,1584835200000,11003,11,SK Berlin Pankow,DE-BE,2020-03-22,26,0,407765,3958
2,0,1584921600000,11003,11,SK Berlin Pankow,DE-BE,2020-03-23,28,0,407765,3958
6,0,1585008000000,11003,11,SK Berlin Pankow,DE-BE,2020-03-24,34,0,407765,3958
-1,0,1585094400000,11003,11,SK Berlin Pankow,DE-BE,2020-03-25,33,0,407765,3958
5,0,1585180800000,11003,11,SK Berlin Pankow,DE-BE,2020-03-26,38,0,407765,3958
1,0,1583539200000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-07,2,0,342332,5289
4,0,1583625600000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-08,6,0,342332,5289
1,0,1583712000000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-09,7,0,342332,5289
1,0,1583798400000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-10,8,0,342332,5289
5,0,1583884800000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-11,13,0,342332,5289
1,0,1583971200000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-12,14,0,342332,5289
1,0,1584057600000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-13,15,0,342332,5289
1,0,1584144000000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-14,16,0,342332,5289
1,0,1584230400000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-15,17,0,342332,5289
3,0,1584316800000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-16,20,0,342332,5289
1,0,1584403200000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-17,21,0,342332,5289
1,0,1584489600000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-18,22,0,342332,5289
6,0,1584576000000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-19,28,0,342332,5289
3,0,1584662400000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-20,31,0,342332,5289
1,0,1584748800000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-21,32,0,342332,5289
2,0,1584835200000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-22,34,0,342332,5289
7,0,1584921600000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-23,41,0,342332,5289
1,0,1585008000000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-24,42,0,342332,5289
5,0,1585094400000,11004,11,SK Berlin Charlottenburg-Wilmersdorf,DE-BE,2020-03-25,47,0,342332,5289
1,0,1583712000000,11005,11,SK Berlin Spandau,DE-BE,2020-03-09,2,0,243977,2655
1,0,1583798400000,11005,11,SK Berlin Spandau,DE-BE,2020-03-10,3,0,243977,2655
1,0,1583884800000,11005,11,SK Berlin Spandau,DE-BE,2020-03-11,4,0,243977,2655
1,0,1584057600000,11005,11,SK Berlin Spandau,DE-BE,2020-03-13,5,0,243977,2655
1,0,1584144000000,11005,11,SK Berlin Spandau,DE-BE,2020-03-14,6,0,243977,2655
1,0,1584230400000,11005,11,SK Berlin Spandau,DE-BE,2020-03-15,7,0,243977,2655
1,0,1584489600000,11005,11,SK Berlin Spandau,DE-BE,2020-03-18,8,0,243977,2655
1,0,1584576000000,11005,11,SK Berlin Spandau,DE-BE,2020-03-19,9,0,243977,2655
1,0,1584662400000,11005,11,SK Berlin Spandau,DE-BE,2020-03-20,10,0,243977,2655
2,0,1584748800000,11005,11,SK Berlin Spandau,DE-BE,2020-03-21,12,0,243977,2655
1,0,1584921600000,11005,11,SK Berlin Spandau,DE-BE,2020-03-23,13,0,243977,2655
1,0,1585008000000,11005,11,SK Berlin Spandau,DE-BE,2020-03-24,14,0,243977,2655
2,0,1585094400000,11005,11,SK Berlin Spandau,DE-BE,2020-03-25,16,0,243977,2655
2,0,1585180800000,11005,11,SK Berlin Spandau,DE-BE,2020-03-26,18,0,243977,2655
1,0,1583798400000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-10,2,0,308697,3012
1,0,1583884800000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-11,3,0,308697,3012
1,0,1583971200000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-12,4,0,308697,3012
1,0,1584057600000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-13,5,0,308697,3012
2,0,1584144000000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-14,7,0,308697,3012
2,0,1584230400000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-15,9,0,308697,3012
3,0,1584316800000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-16,12,0,308697,3012
3,0,1584403200000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-17,15,0,308697,3012
1,0,1584489600000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-18,16,0,308697,3012
2,0,1584576000000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-19,18,0,308697,3012
2,0,1584662400000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-20,20,0,308697,3012
1,0,1584748800000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-21,21,0,308697,3012
1,0,1584835200000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-22,22,0,308697,3012
3,0,1584921600000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-23,25,0,308697,3012
2,0,1585008000000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-24,27,0,308697,3012
1,0,1585094400000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-25,28,0,308697,3012
1,0,1585180800000,11006,11,SK Berlin Steglitz-Zehlendorf,DE-BE,2020-03-26,29,0,308697,3012
1,0,1583366400000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-05,2,0,351644,6624
1,0,1583452800000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-06,3,0,351644,6624
2,0,1583712000000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-09,5,0,351644,6624
2,0,1583798400000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-10,7,0,351644,6624
1,0,1583884800000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-11,8,0,351644,6624
1,0,1583971200000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-12,9,0,351644,6624
4,0,1584057600000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-13,13,0,351644,6624
1,0,1584144000000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-14,14,0,351644,6624
1,0,1584230400000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-15,15,0,351644,6624
1,0,1584316800000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-16,16,0,351644,6624
4,0,1584403200000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-17,20,0,351644,6624
1,0,1584489600000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-18,21,0,351644,6624
1,0,1584576000000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-19,22,0,351644,6624
2,0,1584662400000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-20,24,0,351644,6624
2,0,1584748800000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-21,26,0,351644,6624
1,0,1584835200000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-22,27,0,351644,6624
3,0,1584921600000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-23,30,0,351644,6624
1,0,1585008000000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-24,31,0,351644,6624
4,0,1585094400000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-25,35,0,351644,6624
5,0,1585180800000,11007,11,SK Berlin Tempelhof-Schöneberg,DE-BE,2020-03-26,40,0,351644,6624
2,0,1583712000000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-09,3,0,329691,7338
1,0,1583798400000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-10,4,0,329691,7338
1,0,1583884800000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-11,5,0,329691,7338
2,0,1583971200000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-12,7,0,329691,7338
1,0,1584057600000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-13,8,0,329691,7338
1,0,1584144000000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-14,9,0,329691,7338
1,0,1584230400000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-15,10,0,329691,7338
1,0,1584316800000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-16,11,0,329691,7338
3,0,1584403200000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-17,14,0,329691,7338
4,0,1584489600000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-18,18,0,329691,7338
4,0,1584576000000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-19,22,0,329691,7338
3,0,1584662400000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-20,25,0,329691,7338
3,0,1584748800000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-21,28,0,329691,7338
1,0,1584835200000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-22,29,0,329691,7338
4,0,1584921600000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-23,33,0,329691,7338
1,0,1585008000000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-24,34,0,329691,7338
1,0,1585094400000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-25,35,0,329691,7338
2,0,1585180800000,11008,11,SK Berlin Neukölln,DE-BE,2020-03-26,37,0,329691,7338
1,0,1583971200000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-12,2,0,271153,1610
1,0,1584057600000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-13,3,0,271153,1610
2,0,1584316800000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-16,5,0,271153,1610
1,0,1584403200000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-17,6,0,271153,1610
2,0,1584489600000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-18,8,0,271153,1610
2,0,1584576000000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-19,10,0,271153,1610
9,0,1584662400000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-20,19,0,271153,1610
1,0,1584748800000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-21,20,0,271153,1610
2,0,1584835200000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-22,22,0,271153,1610
1,0,1584921600000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-23,23,0,271153,1610
1,0,1585008000000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-24,24,0,271153,1610
3,0,1585094400000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-25,27,0,271153,1610
1,0,1585180800000,11009,11,SK Berlin Treptow-Köpenick,DE-BE,2020-03-26,28,0,271153,1610
1,0,1583712000000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-09,2,0,268548,4350
1,0,1583798400000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-10,3,0,268548,4350
1,0,1583971200000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-12,4,0,268548,4350
3,0,1584144000000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-14,7,0,268548,4350
1,0,1584230400000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-15,8,0,268548,4350
1,0,1584316800000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-16,9,0,268548,4350
1,0,1584403200000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-17,10,0,268548,4350
1,0,1584489600000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-18,11,0,268548,4350
1,0,1584576000000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-19,12,0,268548,4350
2,0,1584662400000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-20,14,0,268548,4350
1,0,1584748800000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-21,15,0,268548,4350
1,0,1584835200000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-22,16,0,268548,4350
1,0,1584921600000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-23,17,0,268548,4350
2,0,1585008000000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-24,19,0,268548,4350
1,0,1585094400000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-25,20,0,268548,4350
2,0,1585180800000,11010,11,SK Berlin Marzahn-Hellersdorf,DE-BE,2020-03-26,22,0,268548,4350
2,0,1583798400000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-10,4,0,291452,5574
1,0,1583884800000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-11,5,0,291452,5574
1,0,1584057600000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-13,6,0,291452,5574
1,0,1584316800000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-16,7,0,291452,5574
2,0,1584403200000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-17,9,0,291452,5574
1,0,1584489600000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-18,10,0,291452,5574
1,0,1584576000000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-19,11,0,291452,5574
1,0,1584662400000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-20,12,0,291452,5574
1,0,1584921600000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-23,13,0,291452,5574
3,0,1585008000000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-24,16,0,291452,5574
1,0,1585094400000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-25,17,0,291452,5574
1,0,1585180800000,11011,11,SK Berlin Lichtenberg,DE-BE,2020-03-26,18,0,291452,5574
1,0,1583712000000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-09,2,0,265225,2965
1,0,1583884800000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-11,3,0,265225,2965
1,0,1583971200000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-12,4,0,265225,2965
1,0,1584057600000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-13,5,0,265225,2965
1,0,1584144000000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-14,6,0,265225,2965
1,0,1584316800000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-16,7,0,265225,2965
1,0,1584403200000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-17,8,0,265225,2965
1,0,1584489600000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-18,9,0,265225,2965
3,0,1584576000000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-19,12,0,265225,2965
7,0,1584662400000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-20,19,0,265225,2965
5,0,1584921600000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-23,24,0,265225,2965
1,0,1585008000000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-24,25,0,265225,2965
1,0,1585094400000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-25,26,0,265225,2965
1,0,1585180800000,11012,11,SK Berlin Reinickendorf,DE-BE,2020-03-26,27,0,265225,2965
1,0,1584403200000,12051,12,SK Brandenburg a.d.Havel,DE-BB,2020-03-17,3,0,72124,314
2,0,1584576000000,12051,12,SK Brandenburg a.d.Havel,DE-BB,2020-03-19,5,0,72124,314
1,0,1584662400000,12051,12,SK Brandenburg a.d.Havel,DE-BB,2020-03-20,6,0,72124,314
1,0,1584835200000,12051,12,SK Brandenburg a.d.Havel,DE-BB,2020-03-22,7,0,72124,314
1,0,1584921600000,12051,12,SK Brandenburg a.d.Havel,DE-BB,2020-03-23,8,0,72124,314
1,0,1585008000000,12051,12,SK Brandenburg a.d.Havel,DE-BB,2020-03-24,9,0,72124,314
1,0,1585180800000,12051,12,SK Brandenburg a.d.Havel,DE-BB,2020-03-26,10,0,72124,314
1,0,1583971200000,12052,12,SK Cottbus,DE-BB,2020-03-12,3,0,100219,607
1,0,1584057600000,12052,12,SK Cottbus,DE-BB,2020-03-13,4,0,100219,607
1,0,1584144000000,12052,12,SK Cottbus,DE-BB,2020-03-14,5,0,100219,607
2,0,1584316800000,12052,12,SK Cottbus,DE-BB,2020-03-16,7,0,100219,607
1,0,1584403200000,12052,12,SK Cottbus,DE-BB,2020-03-17,8,0,100219,607
1,0,1584576000000,12052,12,SK Cottbus,DE-BB,2020-03-19,9,0,100219,607
2,0,1584835200000,12052,12,SK Cottbus,DE-BB,2020-03-22,11,0,100219,607
1,0,1584921600000,12052,12,SK Cottbus,DE-BB,2020-03-23,12,0,100219,607
1,0,1585008000000,12052,12,SK Cottbus,DE-BB,2020-03-24,13,0,100219,607
1,0,1584489600000,12053,12,SK Frankfurt (Oder),DE-BB,2020-03-18,2,0,57873,391
1,0,1584576000000,12053,12,SK Frankfurt (Oder),DE-BB,2020-03-19,3,0,57873,391
1,0,1584748800000,12053,12,SK Frankfurt (Oder),DE-BB,2020-03-21,4,0,57873,391
1,0,1585094400000,12053,12,SK Frankfurt (Oder),DE-BB,2020-03-25,5,0,57873,391
1,0,1584489600000,12054,12,SK Potsdam,DE-BB,2020-03-18,3,0,178089,944
3,0,1584576000000,12054,12,SK Potsdam,DE-BB,2020-03-19,6,0,178089,944
