AnzahlFall,AnzahlTodesfall,Meldedatum,IdLandkreis,IdBundesland,Landkreis,stateCode,reportDate,cases,deaths,population_number,population_density
2,0,1583366400000,08111,8,SK Stuttgart,DE-BW,2020-03-05,3,0,634830,3062
2,0,1583452800000,08111,8,SK Stuttgart,DE-BW,2020-03-06,5,0,634830,3062
1,0,1583539200000,08111,8,SK Stuttgart,DE-BW,2020-03-07,6,0,634830,3062
1,0,1583712000000,08111,8,SK Stuttgart,DE-BW,2020-03-09,7,0,634830,3062
5,0,1583798400000,08111,8,SK Stuttgart,DE-BW,2020-03-10,12,0,634830,3062
2,0,1583884800000,08111,8,SK Stuttgart,DE-BW,2020-03-11,14,0,634830,3062
3,0,1583971200000,08111,8,SK Stuttgart,DE-BW,2020-03-12,17,0,634830,3062
1,0,1584057600000,08111,8,SK Stuttgart,DE-BW,2020-03-13,18,0,634830,3062
1,0,1584144000000,08111,8,SK Stuttgart,DE-BW,2020-03-14,19,0,634830,3062
5,0,1584230400000,08111,8,SK Stuttgart,DE-BW,2020-03-15,24,0,634830,3062
1,0,1584316800000,08111,8,SK Stuttgart,DE-BW,2020-03-16,25,0,634830,3062
5,0,1584403200000,08111,8,SK Stuttgart,DE-BW,2020-03-17,30,0,634830,3062
15,0,1584489600000,08111,8,SK Stuttgart,DE-BW,2020-03-18,45,0,634830,3062
9,0,1584576000000,08111,8,SK Stuttgart,DE-BW,2020-03-19,54,0,634830,3062
1,0,1584662400000,08111,8,SK Stuttgart,DE-BW,2020-03-20,55,0,634830,3062
1,0,1584748800000,08111,8,SK Stuttgart,DE-BW,2020-03-21,56,0,634830,3062
4,0,1584835200000,08111,8,SK Stuttgart,DE-BW,2020-03-22,60,0,634830,3062
1,0,1584921600000,08111,8,SK Stuttgart,DE-BW,2020-03-23,61,0,634830,3062
2,0,1585008000000,08111,8,SK Stuttgart,DE-BW,2020-03-24,63,0,634830,3062
1,0,1585094400000,08111,8,SK Stuttgart,DE-BW,2020-03-25,64,0,634830,3062
1,0,1583366400000,08115,8,LK Böblingen,DE-BW,2020-03-05,2,0,391640,634
1,0,1583712000000,08115,8,LK Böblingen,DE-BW,2020-03-09,3,0,391640,634
1,0,1583884800000,08115,8,LK Böblingen,DE-BW,2020-03-11,4,0,391640,634
1,0,1583971200000,08115,8,LK Böblingen,DE-BW,2020-03-12,5,0,391640,634
1,0,1584057600000,08115,8,LK Böblingen,DE-BW,2020-03-13,6,0,391640,634
1,0,1584144000000,08115,8,LK Böblingen,DE-BW,2020-03-14,7,0,391640,634
2,0,1584230400000,08115,8,LK Böblingen,DE-BW,2020-03-15,9,0,391640,634
2,0,1584316800000,08115,8,LK Böblingen,DE-BW,2020-03-16,11,0,391640,634
1,0,1584403200000,08115,8,LK Böblingen,DE-BW,2020-03-17,12,0,391640,634
1,0,1584489600000,08115,8,LK Böblingen,DE-BW,2020-03-18,13,0,391640,634
1,0,1584576000000,08115,8,LK Böblingen,DE-BW,2020-03-19,14,0,391640,634
6,0,1584662400000,08115,8,LK Böblingen,DE-BW,2020-03-20,20,0,391640,634
1,0,1584748800000,08115,8,LK Böblingen,DE-BW,2020-03-21,21,0,391640,634
1,0,1584835200000,08115,8,LK Böblingen,DE-BW,2020-03-22,22,0,391640,634
1,0,1584921600000,08115,8,LK Böblingen,DE-BW,2020-03-23,23,0,391640,634
1,0,1585008000000,08115,8,LK Böblingen,DE-BW,2020-03-24,24,0,391640,634
1,0,1585094400000,08115,8,LK Böblingen,DE-BW,2020-03-25,25,0,391640,634
1,0,1583193600000,08116,8,LK Esslingen,DE-BW,2020-03-03,2,0,533859,832
3,0,1583280000000,08116,8,LK Esslingen,DE-BW,2020-03-04,5,0,533859,832
2,0,1583366400000,08116,8,LK Esslingen,DE-BW,2020-03-05,7,0,533859,832
1,0,1583452800000,08116,8,LK Esslingen,DE-BW,2020-03-06,8,0,533859,832
2,0,1583539200000,08116,8,LK Esslingen,DE-BW,2020-03-07,10,0,533859,832
1,0,1583625600000,08116,8,LK Esslingen,DE-BW,2020-03-08,11,0,533859,832
1,0,1583798400000,08116,8,LK Esslingen,DE-BW,2020-03-10,12,0,533859,832
2,0,1583884800000,08116,8,LK Esslingen,DE-BW,2020-03-11,14,0,533859,832
2,0,1583971200000,08116,8,LK Esslingen,DE-BW,2020-03-12,16,0,533859,832
1,0,1584057600000,08116,8,LK Esslingen,DE-BW,2020-03-13,17,0,533859,832
1,0,1584144000000,08116,8,LK Esslingen,DE-BW,2020-03-14,18,0,533859,832
3,0,1584230400000,08116,8,LK Esslingen,DE-BW,2020-03-15,21,0,533859,832
1,0,1584316800000,08116,8,LK Esslingen,DE-BW,2020-03-16,22,0,533859,832
6,0,1584403200000,08116,8,LK Esslingen,DE-BW,2020-03-17,28,0,533859,832
2,0,1584489600000,08116,8,LK Esslingen,DE-BW,2020-03-18,30,0,533859,832
1,0,1584576000000,08116,8,LK Esslingen,DE-BW,2020-03-19,31,0,533859,832
1,0,1584662400000,08116,8,LK Esslingen,DE-BW,2020-03-20,32,0,533859,832
1,0,1584748800000,08116,8,LK Esslingen,DE-BW,2020-03-21,33,0,533859,832
1,0,1584835200000,08116,8,LK Esslingen,DE-BW,2020-03-22,34,0,533859,832
1,0,1584921600000,08116,8,LK Esslingen,DE-BW,2020-03-23,35,0,533859,832
2,0,1585008000000,08116,8,LK Esslingen,DE-BW,2020-03-24,37,0,533859,832
1,0,1585094400000,08116,8,LK Esslingen,DE-BW,2020-03-25,38,0,533859,832
1,0,1583107200000,08117,8,LK Göppingen,DE-BW,2020-03-02,2,0,257253,400
1,0,1583280000000,08117,8,LK Göppingen,DE-BW,2020-03-04,3,0,257253,400
1,0,1583798400000,08117,8,LK Göppingen,DE-BW,2020-03-10,4,0,257253,400
1,0,1583884800000,08117,8,LK Göppingen,DE-BW,2020-03-11,5,0,257253,400
1,0,1583971200000,08117,8,LK Göppingen,DE-BW,2020-03-12,6,0,257253,400
1,0,1584057600000,08117,8,LK Göppingen,DE-BW,2020-03-13,7,0,257253,400
1,0,1584144000000,08117,8,LK Göppingen,DE-BW,2020-03-14,8,0,257253,400
2,0,1584230400000,08117,8,LK Göppingen,DE-BW,2020-03-15,10,0,257253,400
1,0,1584316800000,08117,8,LK Göppingen,DE-BW,2020-03-16,11,0,257253,400
1,0,1584403200000,08117,8,LK Göppingen,DE-BW,2020-03-17,12,0,257253,400
1,0,1584489600000,08117,8,LK Göppingen,DE-BW,2020-03-18,13,0,257253,400
3,0,1584576000000,08117,8,LK Göppingen,DE-BW,2020-03-19,16,0,257253,400
1,0,1584662400000,08117,8,LK Göppingen,DE-BW,2020-03-20,17,0,257253,400
1,0,1584748800000,08117,8,LK Göppingen,DE-BW,2020-03-21,18,0,257253,400
1,0,1584835200000,08117,8,LK Göppingen,DE-BW,2020-03-22,19,0,257253,400
1,0,1584921600000,08117,8,LK Göppingen,DE-BW,2020-03-23,20,0,257253,400
1,0,1585008000000,08117,8,LK Göppingen,DE-BW,2020-03-24,21,0,257253,400
1,0,1585094400000,08117,8,LK Göppingen,DE-BW,2020-03-25,22,0,257253,400
1,0,1582761600000,08118,8,LK Ludwigsburg,DE-BW,2020-02-27,2,0,543984,792
1,0,1583107200000,08118,8,LK Ludwigsburg,DE-BW,2020-03-02,3,0,543984,792
1,0,1583280000000,08118,8,LK Ludwigsburg,DE-BW,2020-03-04,4,0,543984,792
1,0,1583366400000,08118,8,LK Ludwigsburg,DE-BW,2020-03-05,5,0,543984,792
1,0,1583539200000,08118,8,LK Ludwigsburg,DE-BW,2020-03-07,6,0,543984,792
1,0,1583712000000,08118,8,LK Ludwigsburg,DE-BW,2020-03-09,7,0,543984,792
2,0,1583798400000,08118,8,LK Ludwigsburg,DE-BW,2020-03-10,9,0,543984,792
2,0,1583884800000,08118,8,LK Ludwigsburg,DE-BW,2020-03-11,11,0,543984,792
1,0,1583971200000,08118,8,LK Ludwigsburg,DE-BW,2020-03-12,12,0,543984,792
2,0,1584057600000,08118,8,LK Ludwigsburg,DE-BW,2020-03-13,14,0,543984,792
1,0,1584144000000,08118,8,LK Ludwigsburg,DE-BW,2020-03-14,15,0,543984,792
1,0,1584230400000,08118,8,LK Ludwigsburg,DE-BW,2020-03-15,16,0,543984,792
2,0,1584316800000,08118,8,LK Ludwigsburg,DE-BW,2020-03-16,18,0,543984,792
-1,0,1584403200000,08118,8,LK Ludwigsburg,DE-BW,2020-03-17,17,0,543984,792
1,0,1584489600000,08118,8,LK Ludwigsburg,DE-BW,2020-03-18,18,0,543984,792
2,0,1584576000000,08118,8,LK Ludwigsburg,DE-BW,2020-03-19,20,0,543984,792
3,0,1584662400000,08118,8,LK Ludwigsburg,DE-BW,2020-03-20,23,0,543984,792
5,0,1584748800000,08118,8,LK Ludwigsburg,DE-BW,2020-03-21,28,0,543984,792
-1,0,1584835200000,08118,8,LK Ludwigsburg,DE-BW,2020-03-22,27,0,543984,792
1,0,1584921600000,08118,8,LK Ludwigsburg,DE-BW,2020-03-23,28,0,543984,792
1,0,1585008000000,08118,8,LK Ludwigsburg,DE-BW,2020-03-24,29,0,543984,792
4,0,1585094400000,08118,8,LK Ludwigsburg,DE-BW,2020-03-25,33,0,543984,792
1,0,1583366400000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-05,2,0,426158,497
1,0,1583452800000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-06,3,0,426158,497
1,0,1583539200000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-07,4,0,426158,497
1,0,1583798400000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-10,5,0,426158,497
3,0,1583884800000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-11,8,0,426158,497
1,0,1583971200000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-12,9,0,426158,497
3,0,1584057600000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-13,12,0,426158,497
2,0,1584144000000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-14,14,0,426158,497
3,0,1584230400000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-15,17,0,426158,497
1,0,1584316800000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-16,18,0,426158,497
1,0,1584403200000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-17,19,0,426158,497
2,0,1584489600000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-18,21,0,426158,497
1,0,1584576000000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-19,22,0,426158,497
1,0,1584662400000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-20,23,0,426158,497
2,0,1584748800000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-21,25,0,426158,497
1,0,1584835200000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-22,26,0,426158,497
4,0,1584921600000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-23,30,0,426158,497
1,0,1585008000000,08119,8,LK Rems-Murr-Kreis,DE-BW,2020-03-24,31,0,426158,497
1,0,1583193600000,08121,8,SK Heilbronn,DE-BW,2020-03-03,2,0,125960,1261
1,0,1583366400000,08121,8,SK Heilbronn,DE-BW,2020-03-05,3,0,125960,1261
1,0,1583971200000,08121,8,SK Heilbronn,DE-BW,2020-03-12,4,0,125960,1261
1,0,1584144000000,08121,8,SK Heilbronn,DE-BW,2020-03-14,5,0,125960,1261
2,0,1584230400000,08121,8,SK Heilbronn,DE-BW,2020-03-15,7,0,125960,1261
3,0,1584403200000,08121,8,SK Heilbronn,DE-BW,2020-03-17,10,0,125960,1261
2,0,1584489600000,08121,8,SK Heilbronn,DE-BW,2020-03-18,12,0,125960,1261
1,0,1584576000000,08121,8,SK Heilbronn,DE-BW,2020-03-19,13,0,125960,1261
1,0,1584662400000,08121,8,SK Heilbronn,DE-BW,2020-03-20,14,0,125960,1261
3,0,1584748800000,08121,8,SK Heilbronn,DE-BW,2020-03-21,17,0,125960,1261
1,0,1584835200000,08121,8,SK Heilbronn,DE-BW,2020-03-22,18,0,125960,1261
2,0,1584921600000,08121,8,SK Heilbronn,DE-BW,2020-03-23,20,0,125960,1261
1,0,1585008000000,08121,8,SK Heilbronn,DE-BW,2020-03-24,21,0,125960,1261
1,0,1585094400000,08121,8,SK Heilbronn,DE-BW,2020-03-25,22,0,125960,1261
1,0,1583107200000,08125,8,LK Heilbronn,DE-BW,2020-03-02,2,0,343068,312
1,0,1583280000000,08125,8,LK Heilbronn,DE-BW,2020-03-04,3,0,343068,312
1,0,1583366400000,08125,8,LK Heilbronn,DE-BW,2020-03-05,4,0,343068,312
1,0,1583452800000,08125,8,LK Heilbronn,DE-BW,2020-03-06,5,0,343068,312
1,0,1583625600000,08125,8,LK Heilbronn,DE-BW,2020-03-08,6,0,343068,312
1,0,1583712000000,08125,8,LK Heilbronn,DE-BW,2020-03-09,7,0,343068,312
1,0,1583798400000,08125,8,LK Heilbronn,DE-BW,2020-03-10,8,0,343068,312
1,0,1583884800000,08125,8,LK Heilbronn,DE-BW,2020-03-11,9,0,343068,312
1,0,1584057600000,08125,8,LK Heilbronn,DE-BW,2020-03-13,10,0,343068,312
1,0,1584144000000,08125,8,LK Heilbronn,DE-BW,2020-03-14,11,0,343068,312
1,0,1584230400000,08125,8,LK Heilbronn,DE-BW,2020-03-15,12,0,343068,312
2,0,1584316800000,08125,8,LK Heilbronn,DE-BW,2020-03-16,14,0,343068,312
1,0,1584403200000,08125,8,LK Heilbronn,DE-BW,2020-03-17,15,0,343068,312
2,0,1584489600000,08125,8,LK Heilbronn,DE-BW,2020-03-18,17,0,343068,312
1,0,1584576000000,08125,8,LK Heilbronn,DE-BW,2020-03-19,18,0,343068,312
5,0,1584662400000,08125,8,LK Heilbronn,DE-BW,2020-03-20,23,0,343068,312
2,0,1584748800000,08125,8,LK Heilbronn,DE-BW,2020-03-21,25,0,343068,312
1,0,1584835200000,08125,8,LK Heilbronn,DE-BW,2020-03-22,26,0,343068,312
1,0,1584921600000,08125,8,LK Heilbronn,DE-BW,2020-03-23,27,0,343068,312
1,0,1585008000000,08125,8,LK Heilbronn,DE-BW,2020-03-24,28,0,343068,312
1,0,1585094400000,08125,8,LK Heilbronn,DE-BW,2020-03-25,29,0,343068,312
1,0,1583539200000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-07,2,0,112010,144
1,0,1583625600000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-08,3,0,112010,144
3,0,1583798400000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-10,6,0,112010,144
1,0,1583884800000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-11,7,0,112010,144
1,0,1583971200000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-12,8,0,112010,144
1,0,1584057600000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-13,9,0,112010,144
1,0,1584144000000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-14,10,0,112010,144
1,0,1584316800000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-16,11,0,112010,144
6,0,1584403200000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-17,17,0,112010,144
1,0,1584489600000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-18,18,0,112010,144
1,0,1584576000000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-19,19,0,112010,144
5,0,1584662400000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-20,24,0,112010,144
1,0,1584748800000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-21,25,0,112010,144
5,0,1584835200000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-22,30,0,112010,144
1,0,1584921600000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-23,31,0,112010,144
1,0,1585008000000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-24,32,0,112010,144
1,0,1585094400000,08126,8,LK Hohenlohekreis,DE-BW,2020-03-25,33,0,112010,144
1,0,1583798400000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-10,2,0,195861,132
1,0,1583884800000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-11,3,0,195861,132
2,0,1583971200000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-12,5,0,195861,132
1,0,1584057600000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-13,6,0,195861,132
3,0,1584144000000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-14,9,0,195861,132
1,0,1584230400000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-15,10,0,195861,132
1,0,1584316800000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-16,11,0,195861,132
5,0,1584403200000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-17,16,0,195861,132
5,0,1584489600000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-18,21,0,195861,132
1,0,1584576000000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-19,22,0,195861,132
4,0,1584662400000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-20,26,0,195861,132
2,0,1584748800000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-21,28,0,195861,132
3,0,1584835200000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-22,31,0,195861,132
3,0,1584921600000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-23,34,0,195861,132
2,0,1585008000000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-24,36,0,195861,132
1,0,1585094400000,08127,8,LK Schwäbisch Hall,DE-BW,2020-03-25,37,0,195861,132
1,0,1583366400000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-05,2,0,132321,101
2,0,1583452800000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-06,4,0,132321,101
1,0,1583712000000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-09,5,0,132321,101
1,0,1583798400000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-10,6,0,132321,101
2,0,1583884800000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-11,8,0,132321,101
3,0,1583971200000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-12,11,0,132321,101
1,0,1584057600000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-13,12,0,132321,101
1,0,1584144000000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-14,13,0,132321,101
1,0,1584316800000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-16,14,0,132321,101
1,0,1584403200000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-17,15,0,132321,101
1,0,1584489600000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-18,16,0,132321,101
1,0,1584576000000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-19,17,0,132321,101
1,0,1584662400000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-20,18,0,132321,101
1,0,1584748800000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-21,19,0,132321,101
1,0,1584835200000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-22,20,0,132321,101
1,0,1584921600000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-23,21,0,132321,101
1,0,1585008000000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-24,22,0,132321,101
2,0,1585094400000,08128,8,LK Main-Tauber-Kreis,DE-BW,2020-03-25,24,0,132321,101
2,0,1584144000000,08135,8,LK Heidenheim,DE-BW,2020-03-14,4,0,132472,211
1,0,1584489600000,08135,8,LK Heidenheim,DE-BW,2020-03-18,5,0,132472,211
1,0,1584576000000,08135,8,LK Heidenheim,DE-BW,2020-03-19,6,0,132472,211
1,0,1584662400000,08135,8,LK Heidenheim,DE-BW,2020-03-20,7,0,132472,211
1,0,1584835200000,08135,8,LK Heidenheim,DE-BW,2020-03-22,8,0,132472,211
2,0,1584921600000,08135,8,LK Heidenheim,DE-BW,2020-03-23,10,0,132472,211
1,0,1585008000000,08135,8,LK Heidenheim,DE-BW,2020-03-24,11,0,132472,211
1,0,1585094400000,08135,8,LK Heidenheim,DE-BW,2020-03-25,12,0,132472,211
1,0,1583280000000,08136,8,LK Ostalbkreis,DE-BW,2020-03-04,2,0,314002,208
1,0,1583712000000,08136,8,LK Ostalbkreis,DE-BW,2020-03-09,3,0,314002,208
1,0,1583798400000,08136,8,LK Ostalbkreis,DE-BW,2020-03-10,4,0,314002,208
1,0,1583884800000,08136,8,LK Ostalbkreis,DE-BW,2020-03-11,5,0,314002,208
5,0,1583971200000,08136,8,LK Ostalbkreis,DE-BW,2020-03-12,10,0,314002,208
1,0,1584057600000,08136,8,LK Ostalbkreis,DE-BW,2020-03-13,11,0,314002,208
1,0,1584144000000,08136,8,LK Ostalbkreis,DE-BW,2020-03-14,12,0,314002,208
2,0,1584230400000,08136,8,LK Ostalbkreis,DE-BW,2020-03-15,14,0,314002,208
2,0,1584316800000,08136,8,LK Ostalbkreis,DE-BW,2020-03-16,16,0,314002,208
7,0,1584403200000,08136,8,LK Ostalbkreis,DE-BW,2020-03-17,23,0,314002,208
1,0,1584489600000,08136,8,LK Ostalbkreis,DE-BW,2020-03-18,24,0,314002,208
2,0,1584576000000,08136,8,LK Ostalbkreis,DE-BW,2020-03-19,26,0,314002,208
1,0,1584662400000,08136,8,LK Ostalbkreis,DE-BW,2020-03-20,27,0,314002,208
1,0,1584748800000,08136,8,LK Ostalbkreis,DE-BW,2020-03-21,28,0,314002,208
1,0,1584835200000,08136,8,LK Ostalbkreis,DE-BW,2020-03-22,29,0,314002,208
1,0,1584921600000,08136,8,LK Ostalbkreis,DE-BW,2020-03-23,30,0,314002,208
4,0,1585008000000,08136,8,LK Ostalbkreis,DE-BW,2020-03-24,34,0,314002,208
1,0,1585094400000,08136,8,LK Ostalbkreis,DE-BW,2020-03-25,35,0,314002,208
1,0,1583798400000,08211,8,SK Baden-Baden,DE-BW,2020-03-10,2,0,55123,393
1,0,1583884800000,08211,8,SK Baden-Baden,DE-BW,2020-03-11,3,0,55123,393
1,0,1584057600000,08211,8,SK Baden-Baden,DE-BW,2020-03-13,4,0,55123,393
1,0,1584230400000,08211,8,SK Baden-Baden,DE-BW,2020-03-15,5,0,55123,393
1,0,1584316800000,08211,8,SK Baden-Baden,DE-BW,2020-03-16,6,0,55123,393
1,0,1584403200000,08211,8,SK Baden-Baden,DE-BW,2020-03-17,7,0,55123,393
1,0,1584489600000,08211,8,SK Baden-Baden,DE-BW,2020-03-18,8,0,55123,393
2,0,1584576000000,08211,8,SK Baden-Baden,DE-BW,2020-03-19,10,0,55123,393
1,0,1584662400000,08211,8,SK Baden-Baden,DE-BW,2020-03-20,11,0,55123,393
1,0,1584748800000,08211,8,SK Baden-Baden,DE-BW,2020-03-21,12,0,55123,393
1,0,1584835200000,08211,8,SK Baden-Baden,DE-BW,2020-03-22,13,0,55123,393
2,0,1585008000000,08211,8,SK Baden-Baden,DE-BW,2020-03-24,15,0,55123,393
1,0,1585094400000,08211,8,SK Baden-Baden,DE-BW,2020-03-25,16,0,55123,393
1,0,1583452800000,08212,8,SK Karlsruhe,DE-BW,2020-03-06,2,0,313092,1805
1,0,1583798400000,08212,8,SK Karlsruhe,DE-BW,2020-03-10,3,0,313092,1805
1,0,1583884800000,08212,8,SK Karlsruhe,DE-BW,2020-03-11,4,0,313092,1805
1,0,1583971200000,08212,8,SK Karlsruhe,DE-BW,2020-03-12,5,0,313092,1805
1,0,1584057600000,08212,8,SK Karlsruhe,DE-BW,2020-03-13,6,0,313092,1805
2,0,1584144000000,08212,8,SK Karlsruhe,DE-BW,2020-03-14,8,0,313092,1805
1,0,1584230400000,08212,8,SK Karlsruhe,DE-BW,2020-03-15,9,0,313092,1805
2,0,1584316800000,08212,8,SK Karlsruhe,DE-BW,2020-03-16,11,0,313092,1805
1,0,1584403200000,08212,8,SK Karlsruhe,DE-BW,2020-03-17,12,0,313092,1805
2,0,1584489600000,08212,8,SK Karlsruhe,DE-BW,2020-03-18,14,0,313092,1805
3,0,1584576000000,08212,8,SK Karlsruhe,DE-BW,2020-03-19,17,0,313092,1805
2,0,1584662400000,08212,8,SK Karlsruhe,DE-BW,2020-03-20,19,0,313092,1805
1,0,1584748800000,08212,8,SK Karlsruhe,DE-BW,2020-03-21,20,0,313092,1805
5,0,1584835200000,08212,8,SK Karlsruhe,DE-BW,2020-03-22,25,0,313092,1805
2,0,1584921600000,08212,8,SK Karlsruhe,DE-BW,2020-03-23,27,0,313092,1805
2,0,1585008000000,08212,8,SK Karlsruhe,DE-BW,2020-03-24,29,0,313092,1805
2,0,1585094400000,08212,8,SK Karlsruhe,DE-BW,2020-03-25,31,0,313092,1805
1,0,1583193600000,08215,8,LK Karlsruhe,DE-BW,2020-03-03,2,0,444232,409
1,0,1583452800000,08215,8,LK Karlsruhe,DE-BW,2020-03-06,3,0,444232,409
1,0,1583539200000,08215,8,LK Karlsruhe,DE-BW,2020-03-07,4,0,444232,409
1,0,1583712000000,08215,8,LK Karlsruhe,DE-BW,2020-03-09,5,0,444232,409
1,0,1583798400000,08215,8,LK Karlsruhe,DE-BW,2020-03-10,6,0,444232,409
2,0,1583884800000,08215,8,LK Karlsruhe,DE-BW,2020-03-11,8,0,444232,409
2,0,1583971200000,08215,8,LK Karlsruhe,DE-BW,2020-03-12,10,0,444232,409
1,0,1584057600000,08215,8,LK Karlsruhe,DE-BW,2020-03-13,11,0,444232,409
1,0,1584144000000,08215,8,LK Karlsruhe,DE-BW,2020-03-14,12,0,444232,409
4,0,1584316800000,08215,8,LK Karlsruhe,DE-BW,2020-03-16,16,0,444232,409
2,0,1584403200000,08215,8,LK Karlsruhe,DE-BW,2020-03-17,18,0,444232,409
3,0,1584489600000,08215,8,LK Karlsruhe,DE-BW,2020-03-18,21,0,444232,409
1,0,1584576000000,08215,8,LK Karlsruhe,DE-BW,2020-03-19,22,0,444232,409
1,0,1584662400000,08215,8,LK Karlsruhe,DE-BW,2020-03-20,23,0,444232,409
3,0,1584748800000,08215,8,LK Karlsruhe,DE-BW,2020-03-21,26,0,444232,409
7,0,1584835200000,08215,8,LK Karlsruhe,DE-BW,2020-03-22,33,0,444232,409
1,0,1584921600000,08215,8,LK Karlsruhe,DE-BW,2020-03-23,34,0,444232,409
2,0,1585008000000,08215,8,LK Karlsruhe,DE-BW,2020-03-24,36,0,444232,409
1,0,1585094400000,08215,8,LK Karlsruhe,DE-BW,2020-03-25,37,0,444232,409
1,0,1583539200000,08216,8,LK Rastatt,DE-BW,2020-03-07,2,0,231018,313
1,0,1583712000000,08216,8,LK Rastatt,DE-BW,2020-03-09,3,0,231018,313
2,0,1583798400000,08216,8,LK Rastatt,DE-BW,2020-03-10,5,0,231018,313
1,0,1583884800000,08216,8,LK Rastatt,DE-BW,2020-03-11,6,0,231018,313
1,0,1584057600000,08216,8,LK Rastatt,DE-BW,2020-03-13,7,0,231018,313
1,0,1584144000000,08216,8,LK Rastatt,DE-BW,2020-03-14,8,0,231018,313
1,0,1584230400000,08216,8,LK Rastatt,DE-BW,2020-03-15,9,0,231018,313
1,0,1584316800000,08216,8,LK Rastatt,DE-BW,2020-03-16,10,0,231018,313
2,0,1584403200000,08216,8,LK Rastatt,DE-BW,2020-03-17,12,0,231018,313
1,0,1584489600000,08216,8,LK Rastatt,DE-BW,2020-03-18,13,0,231018,313
2,0,1584576000000,08216,8,LK Rastatt,DE-BW,2020-03-19,15,0,231018,313
1,0,1584662400000,08216,8,LK Rastatt,DE-BW,2020-03-20,16,0,231018,313
2,0,1584748800000,08216,8,LK Rastatt,DE-BW,2020-03-21,18,0,231018,313
1,0,1584835200000,08216,8,LK Rastatt,DE-BW,2020-03-22,19,0,231018,313
1,0,1585008000000,08216,8,LK Rastatt,DE-BW,2020-03-24,20,0,231018,313
