stateCode,reportDate,source,cases_day,deaths_day,reportDate_timestamp,ags,community_name,cases,deaths,population_number,population_density
DE-BW,2020-03-05,RKI,2,0,1583366400000,08111,Stuttgart,3,0,634830,3062
DE-BW,2020-03-06,RKI,2,0,1583452800000,08111,Stuttgart,5,0,634830,3062
DE-BW,2020-03-07,RKI,1,0,1583539200000,08111,Stuttgart,6,0,634830,3062
DE-BW,2020-03-09,RKI,1,0,1583712000000,08111,Stuttgart,7,0,634830,3062
DE-BW,2020-03-10,RKI,5,0,1583798400000,08111,Stuttgart,12,0,634830,3062
DE-BW,2020-03-11,RKI,2,0,1583884800000,08111,Stuttgart,14,0,634830,3062
DE-BW,2020-03-12,RKI,3,0,1583971200000,08111,Stuttgart,17,0,634830,3062
DE-BW,2020-03-13,RKI,1,0,1584057600000,08111,Stuttgart,18,0,634830,3062
DE-BW,2020-03-14,RKI,1,0,1584144000000,08111,Stuttgart,19,0,634830,3062
DE-BW,2020-03-15,RKI,5,0,1584230400000,08111,Stuttgart,24,0,634830,3062
DE-BW,2020-03-16,RKI,1,0,1584316800000,08111,Stuttgart,25,0,634830,3062
DE-BW,2020-03-17,RKI,5,0,1584403200000,08111,Stuttgart,30,0,634830,3062
DE-BW,2020-03-18,RKI,15,0,1584489600000,08111,Stuttgart,45,0,634830,3062
DE-BW,2020-03-19,RKI,10,0,1584576000000,08111,Stuttgart,55,0,634830,3062
DE-BW,2020-03-20,RKI,1,0,1584662400000,08111,Stuttgart,56,0,634830,3062
DE-BW,2020-03-21,RKI,1,0,1584748800000,08111,Stuttgart,57,0,634830,3062
DE-BW,2020-03-22,RKI,4,0,1584835200000,08111,Stuttgart,61,0,634830,3062
DE-BW,2020-03-23,RKI,1,0,1584921600000,08111,Stuttgart,62,0,634830,3062
DE-BW,2020-03-24,RKI,2,0,1585008000000,08111,Stuttgart,64,0,634830,3062
DE-BW,2020-03-25,RKI,1,0,1585094400000,08111,Stuttgart,65,0,634830,3062
DE-BW,2020-03-26,RKI,1,0,1585180800000,08111,Stuttgart,66,0,634830,3062
DE-BW,2020-03-27,RKI,1,0,1585267200000,08111,Stuttgart,67,0,634830,3062
DE-BW,2020-03-05,RKI,1,0,1583366400000,08115,Böblingen,2,0,391640,634
DE-BW,2020-03-09,RKI,1,0,1583712000000,08115,Böblingen,3,0,391640,634
DE-BW,2020-03-11,RKI,1,0,1583884800000,08115,Böblingen,4,0,391640,634
DE-BW,2020-03-12,RKI,1,0,1583971200000,08115,Böblingen,5,0,391640,634
DE-BW,2020-03-13,RKI,1,0,1584057600000,08115,Böblingen,6,0,391640,634
DE-BW,2020-03-14,RKI,1,0,1584144000000,08115,Böblingen,7,0,391640,634
DE-BW,2020-03-15,RKI,2,0,1584230400000,08115,Böblingen,9,0,391640,634
DE-BW,2020-03-16,RKI,2,0,1584316800000,08115,Böblingen,11,0,391640,634
DE-BW,2020-03-17,RKI,1,0,1584403200000,08115,Böblingen,12,0,391640,634
DE-BW,2020-03-18,RKI,1,0,1584489600000,08115,Böblingen,13,0,391640,634
DE-BW,2020-03-19,RKI,1,0,1584576000000,08115,Böblingen,14,0,391640,634
DE-BW,2020-03-20,RKI,6,0,1584662400000,08115,Böblingen,20,0,391640,634
DE-BW,2020-03-21,RKI,1,0,1584748800000,08115,Böblingen,21,0,391640,634
DE-BW,2020-03-22,RKI,1,0,1584835200000,08115,Böblingen,22,0,391640,634
DE-BW,2020-03-23,RKI,2,0,1584921600000,08115,Böblingen,24,0,391640,634
DE-BW,2020-03-24,RKI,1,0,1585008000000,08115,Böblingen,25,0,391640,634
DE-BW,2020-03-25,RKI,2,0,1585094400000,08115,Böblingen,27,0,391640,634
DE-BW,2020-03-26,RKI,1,0,1585180800000,08115,Böblingen,28,0,391640,634
DE-BW,2020-03-27,RKI,1,0,1585267200000,08115,Böblingen,29,0,391640,634
DE-BW,2020-03-03,RKI,1,0,1583193600000,08116,Esslingen,2,0,533859,832
DE-BW,2020-03-04,RKI,3,0,1583280000000,08116,Esslingen,5,0,533859,832
DE-BW,2020-03-05,RKI,2,0,1583366400000,08116,Esslingen,7,0,533859,832
DE-BW,2020-03-06,RKI,1,0,1583452800000,08116,Esslingen,8,0,533859,832
DE-BW,2020-03-07,RKI,2,0,1583539200000,08116,Esslingen,10,0,533859,832
DE-BW,2020-03-08,RKI,1,0,1583625600000,08116,Esslingen,11,0,533859,832
DE-BW,2020-03-10,RKI,1,0,1583798400000,08116,Esslingen,12,0,533859,832
DE-BW,2020-03-11,RKI,2,0,1583884800000,08116,Esslingen,14,0,533859,832
DE-BW,2020-03-12,RKI,2,0,1583971200000,08116,Esslingen,16,0,533859,832
DE-BW,2020-03-13,RKI,1,0,1584057600000,08116,Esslingen,17,0,533859,832
DE-BW,2020-03-14,RKI,1,0,1584144000000,08116,Esslingen,18,0,533859,832
DE-BW,2020-03-15,RKI,3,0,1584230400000,08116,Esslingen,21,0,533859,832
DE-BW,2020-03-16,RKI,1,0,1584316800000,08116,Esslingen,22,0,533859,832
DE-BW,2020-03-17,RKI,6,0,1584403200000,08116,Esslingen,28,0,533859,832
DE-BW,2020-03-18,RKI,2,0,1584489600000,08116,Esslingen,30,0,533859,832
DE-BW,2020-03-19,RKI,1,0,1584576000000,08116,Esslingen,31,0,533859,832
DE-BW,2020-03-20,RKI,1,0,1584662400000,08116,Esslingen,32,0,533859,832
DE-BW,2020-03-21,RKI,1,0,1584748800000,08116,Esslingen,33,0,533859,832
DE-BW,2020-03-22,RKI,5,0,1584835200000,08116,Esslingen,38,0,533859,832
DE-BW,2020-03-23,RKI,2,0,1584921600000,08116,Esslingen,40,0,533859,832
DE-BW,2020-03-24,RKI,2,0,1585008000000,08116,Esslingen,42,0,533859,832
DE-BW,2020-03-25,RKI,2,0,1585094400000,08116,Esslingen,44,0,533859,832
DE-BW,2020-03-26,RKI,6,0,1585180800000,08116,Esslingen,50,0,533859,832
DE-BW,2020-03-27,RKI,1,0,1585267200000,08116,Esslingen,51,0,533859,832
DE-BW,2020-03-02,RKI,1,0,1583107200000,08117,Göppingen,2,0,257253,400
DE-BW,2020-03-04,RKI,1,0,1583280000000,08117,Göppingen,3,0,257253,400
DE-BW,2020-03-10,RKI,1,0,1583798400000,08117,Göppingen,4,0,257253,400
DE-BW,2020-03-11,RKI,1,0,1583884800000,08117,Göppingen,5,0,257253,400
DE-BW,2020-03-12,RKI,1,0,1583971200000,08117,Göppingen,6,0,257253,400
DE-BW,2020-03-13,RKI,1,0,1584057600000,08117,Göppingen,7,0,257253,400
DE-BW,2020-03-14,RKI,1,0,1584144000000,08117,Göppingen,8,0,257253,400
DE-BW,2020-03-15,RKI,2,0,1584230400000,08117,Göppingen,10,0,257253,400
DE-BW,2020-03-16,RKI,1,0,1584316800000,08117,Göppingen,11,0,257253,400
DE-BW,2020-03-17,RKI,1,0,1584403200000,08117,Göppingen,12,0,257253,400
DE-BW,2020-03-18,RKI,1,0,1584489600000,08117,Göppingen,13,0,257253,400
DE-BW,2020-03-19,RKI,3,0,1584576000000,08117,Göppingen,16,0,257253,400
DE-BW,2020-03-20,RKI,1,0,1584662400000,08117,Göppingen,17,0,257253,400
DE-BW,2020-03-21,RKI,1,0,1584748800000,08117,Göppingen,18,0,257253,400
DE-BW,2020-03-22,RKI,1,0,1584835200000,08117,Göppingen,19,0,257253,400
DE-BW,2020-03-23,RKI,1,0,1584921600000,08117,Göppingen,20,0,257253,400
DE-BW,2020-03-24,RKI,1,0,1585008000000,08117,Göppingen,21,0,257253,400
DE-BW,2020-03-25,RKI,1,0,1585094400000,08117,Göppingen,22,0,257253,400
DE-BW,2020-03-26,RKI,5,0,1585180800000,08117,Göppingen,27,0,257253,400
DE-BW,2020-03-27,RKI,2,0,1585267200000,08117,Göppingen,29,0,257253,400
