reportDate,ags,community_name,population_number,population_density,stateCode,cases,deaths,recovered,cases_day,recovered_day,deaths_day
28-04-2020,1001,Flensburg,89504,1577,DE-SH,32,2,28,0,0,0
29-04-2020,1001,Flensburg,89504,1577,DE-SH,32,2,28,0,0,0
30-04-2020,1001,Flensburg,89504,1577,DE-SH,32,2,29,0,1,0
01-05-2020,1001,Flensburg,89504,1577,DE-SH,32,2,29,0,0,0
02-05-2020,1001,Flensburg,89504,1577,DE-SH,32,2,29,0,0,0
03-05-2020,1001,Flensburg,89504,1577,DE-SH,32,2,29,0,0,0
04-05-2020,1001,Flensburg,89504,1577,DE-SH,32,2,29,0,0,0
05-05-2020,1001,Flensburg,89504,1577,DE-SH,32,2,29,0,0,0
06-05-2020,1001,Flensburg,89504,1577,DE-SH,32,2,29,0,0,0
07-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,1,0,0
08-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
09-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
10-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
11-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
12-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
13-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
14-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
15-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
16-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
17-05-2020,1001,Flensburg,89504,1577,DE-SH,33,2,29,0,0,0
18-05-2020,1001,Flensburg,89504,1577,DE-SH,34,2,29,1,0,0
19-05-2020,1001,Flensburg,89504,1577,DE-SH,34,2,30,0,1,0
20-05-2020,1001,Flensburg,89504,1577,DE-SH,34,2,30,0,0,0
21-05-2020,1001,Flensburg,89504,1577,DE-SH,34,2,30,0,0,0
22-05-2020,1001,Flensburg,89504,1577,DE-SH,34,2,30,0,0,0
23-05-2020,1001,Flensburg,89504,1577,DE-SH,38,2,30,4,0,0
24-05-2020,1001,Flensburg,89504,1577,DE-SH,39,2,30,1,0,0
25-05-2020,1001,Flensburg,89504,1577,DE-SH,39,2,30,0,0,0
26-05-2020,1001,Flensburg,89504,1577,DE-SH,39,2,30,0,0,0
27-05-2020,1001,Flensburg,89504,1577,DE-SH,40,3,30,1,0,1
28-05-2020,1001,Flensburg,89504,1577,DE-SH,40,3,30,0,0,0
29-05-2020,1001,Flensburg,89504,1577,DE-SH,40,3,30,0,0,0
30-05-2020,1001,Flensburg,89504,1577,DE-SH,41,3,30,1,0,0
31-05-2020,1001,Flensburg,89504,1577,DE-SH,42,3,30,1,0,0
01-06-2020,1001,Flensburg,89504,1577,DE-SH,42,3,30,0,0,0
02-06-2020,1001,Flensburg,89504,1577,DE-SH,42,3,30,0,0,0
04-03-2020,1002,Kiel,247548,2086,DE-SH,0,,,,,
05-03-2020,1002,Kiel,247548,2086,DE-SH,0,,,0,,
06-03-2020,1002,Kiel,247548,2086,DE-SH,0,,,0,,
07-03-2020,1002,Kiel,247548,2086,DE-SH,0,,,0,,
08-03-2020,1002,Kiel,247548,2086,DE-SH,0,,,0,,
09-03-2020,1002,Kiel,247548,2086,DE-SH,0,,,0,,
10-03-2020,1002,Kiel,247548,2086,DE-SH,0,,,0,,
11-03-2020,1002,Kiel,247548,2086,DE-SH,0,,,0,,
12-03-2020,1002,Kiel,247548,2086,DE-SH,6,,,6,,
13-03-2020,1002,Kiel,247548,2086,DE-SH,7,,,1,,
14-03-2020,1002,Kiel,247548,2086,DE-SH,11,,,4,,
15-03-2020,1002,Kiel,247548,2086,DE-SH,12,,,1,,
16-03-2020,1002,Kiel,247548,2086,DE-SH,13,,,1,,
17-03-2020,1002,Kiel,247548,2086,DE-SH,17,,,4,,
18-03-2020,1002,Kiel,247548,2086,DE-SH,18,,,1,,
19-03-2020,1002,Kiel,247548,2086,DE-SH,25,,,7,,
20-03-2020,1002,Kiel,247548,2086,DE-SH,34,,,9,,
21-03-2020,1002,Kiel,247548,2086,DE-SH,36,,,2,,
22-03-2020,1002,Kiel,247548,2086,DE-SH,37,,,1,,
23-03-2020,1002,Kiel,247548,2086,DE-SH,41,,,4,,
24-03-2020,1002,Kiel,247548,2086,DE-SH,51,,,10,,
25-03-2020,1002,Kiel,247548,2086,DE-SH,51,,,0,,
26-03-2020,1002,Kiel,247548,2086,DE-SH,63,,,12,,
27-03-2020,1002,Kiel,247548,2086,DE-SH,66,1,,3,,
28-03-2020,1002,Kiel,247548,2086,DE-SH,74,1,,8,,0
29-03-2020,1002,Kiel,247548,2086,DE-SH,74,,,0,,
30-03-2020,1002,Kiel,247548,2086,DE-SH,100,1,,26,,
31-03-2020,1002,Kiel,247548,2086,DE-SH,114,1,,14,,0
01-04-2020,1002,Kiel,247548,2086,DE-SH,121,1,,7,,0
02-04-2020,1002,Kiel,247548,2086,DE-SH,124,1,25,3,,0
03-04-2020,1002,Kiel,247548,2086,DE-SH,136,1,39,12,14,0
04-04-2020,1002,Kiel,247548,2086,DE-SH,146,1,39,10,0,0
05-04-2020,1002,Kiel,247548,2086,DE-SH,157,1,44,11,5,0
06-04-2020,1002,Kiel,247548,2086,DE-SH,160,2,44,3,0,1
07-04-2020,1002,Kiel,247548,2086,DE-SH,164,2,51,4,7,0
08-04-2020,1002,Kiel,247548,2086,DE-SH,169,2,65,5,14,0
09-04-2020,1002,Kiel,247548,2086,DE-SH,170,3,74,1,9,1
10-04-2020,1002,Kiel,247548,2086,DE-SH,175,4,82,5,8,1
11-04-2020,1002,Kiel,247548,2086,DE-SH,187,5,88,12,6,1
12-04-2020,1002,Kiel,247548,2086,DE-SH,192,5,88,5,0,0
13-04-2020,1002,Kiel,247548,2086,DE-SH,195,5,101,3,13,0
14-04-2020,1002,Kiel,247548,2086,DE-SH,195,6,106,0,5,1
15-04-2020,1002,Kiel,247548,2086,DE-SH,198,7,118,3,12,1
16-04-2020,1002,Kiel,247548,2086,DE-SH,199,7,124,1,6,0
17-04-2020,1002,Kiel,247548,2086,DE-SH,217,7,127,18,3,0
18-04-2020,1002,Kiel,247548,2086,DE-SH,217,7,127,0,0,0
19-04-2020,1002,Kiel,247548,2086,DE-SH,218,7,133,1,6,0
20-04-2020,1002,Kiel,247548,2086,DE-SH,221,7,146,3,13,0
21-04-2020,1002,Kiel,247548,2086,DE-SH,221,7,149,0,3,0
22-04-2020,1002,Kiel,247548,2086,DE-SH,235,7,149,14,0,0
23-04-2020,1002,Kiel,247548,2086,DE-SH,240,7,150,5,1,0
24-04-2020,1002,Kiel,247548,2086,DE-SH,245,7,153,5,3,0
25-04-2020,1002,Kiel,247548,2086,DE-SH,246,7,153,1,0,0
26-04-2020,1002,Kiel,247548,2086,DE-SH,248,7,156,2,3,0
27-04-2020,1002,Kiel,247548,2086,DE-SH,253,7,156,5,0,0
28-04-2020,1002,Kiel,247548,2086,DE-SH,254,9,158,1,2,2
29-04-2020,1002,Kiel,247548,2086,DE-SH,257,9,166,3,8,0
30-04-2020,1002,Kiel,247548,2086,DE-SH,261,9,170,4,4,0
01-05-2020,1002,Kiel,247548,2086,DE-SH,264,9,176,3,6,0
02-05-2020,1002,Kiel,247548,2086,DE-SH,265,9,176,1,0,0
03-05-2020,1002,Kiel,247548,2086,DE-SH,265,9,182,0,6,0
04-05-2020,1002,Kiel,247548,2086,DE-SH,266,9,182,1,0,0
05-05-2020,1002,Kiel,247548,2086,DE-SH,266,9,182,0,0,0
06-05-2020,1002,Kiel,247548,2086,DE-SH,271,9,190,5,8,0
07-05-2020,1002,Kiel,247548,2086,DE-SH,271,9,195,0,5,0
08-05-2020,1002,Kiel,247548,2086,DE-SH,274,9,195,3,0,0
09-05-2020,1002,Kiel,247548,2086,DE-SH,275,9,195,1,0,0
10-05-2020,1002,Kiel,247548,2086,DE-SH,275,9,213,0,18,0
11-05-2020,1002,Kiel,247548,2086,DE-SH,277,9,213,2,0,0
12-05-2020,1002,Kiel,247548,2086,DE-SH,277,9,226,0,13,0
13-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,235,1,9,0
14-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,240,0,5,0
15-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,240,0,0,0
16-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,244,0,4,0
17-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,244,0,0,0
18-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,251,0,7,0
19-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,256,0,5,0
20-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,256,0,0,0
21-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,263,0,7,0
22-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,267,0,4,0
23-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,267,0,0,0
24-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,267,0,0,0
25-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,267,0,0,0
26-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,269,0,2,0
27-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,269,0,0,0
28-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,269,0,0,0
29-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,269,0,0,0
30-05-2020,1002,Kiel,247548,2086,DE-SH,278,9,269,0,0,0
31-05-2020,1002,Kiel,247548,2086,DE-SH,279,9,269,1,0,0
01-06-2020,1002,Kiel,247548,2086,DE-SH,279,9,269,0,0,0
02-06-2020,1002,Kiel,247548,2086,DE-SH,279,9,269,0,0,0
04-03-2020,1003,Lübeck,217198,1013,DE-SH,1,,,,,
05-03-2020,1003,Lübeck,217198,1013,DE-SH,1,,,0,,
06-03-2020,1003,Lübeck,217198,1013,DE-SH,1,,,0,,
07-03-2020,1003,Lübeck,217198,1013,DE-SH,1,,,0,,
08-03-2020,1003,Lübeck,217198,1013,DE-SH,2,,,1,,
09-03-2020,1003,Lübeck,217198,1013,DE-SH,2,,,0,,
10-03-2020,1003,Lübeck,217198,1013,DE-SH,2,,,0,,
11-03-2020,1003,Lübeck,217198,1013,DE-SH,2,,,0,,
12-03-2020,1003,Lübeck,217198,1013,DE-SH,7,,,5,,
13-03-2020,1003,Lübeck,217198,1013,DE-SH,7,,,0,,
14-03-2020,1003,Lübeck,217198,1013,DE-SH,8,,,1,,
15-03-2020,1003,Lübeck,217198,1013,DE-SH,9,,,1,,
16-03-2020,1003,Lübeck,217198,1013,DE-SH,10,,,1,,
17-03-2020,1003,Lübeck,217198,1013,DE-SH,11,,,1,,
18-03-2020,1003,Lübeck,217198,1013,DE-SH,11,,,0,,
19-03-2020,1003,Lübeck,217198,1013,DE-SH,18,,,7,,
20-03-2020,1003,Lübeck,217198,1013,DE-SH,19,,,1,,
21-03-2020,1003,Lübeck,217198,1013,DE-SH,43,,,24,,
22-03-2020,1003,Lübeck,217198,1013,DE-SH,53,,,10,,
23-03-2020,1003,Lübeck,217198,1013,DE-SH,56,,,3,,
24-03-2020,1003,Lübeck,217198,1013,DE-SH,57,,,1,,
25-03-2020,1003,Lübeck,217198,1013,DE-SH,63,,,6,,
26-03-2020,1003,Lübeck,217198,1013,DE-SH,63,,,0,,
27-03-2020,1003,Lübeck,217198,1013,DE-SH,63,1,,0,,
28-03-2020,1003,Lübeck,217198,1013,DE-SH,67,1,,4,,0
29-03-2020,1003,Lübeck,217198,1013,DE-SH,69,,,2,,
30-03-2020,1003,Lübeck,217198,1013,DE-SH,69,1,,0,,
31-03-2020,1003,Lübeck,217198,1013,DE-SH,77,1,,8,,0
01-04-2020,1003,Lübeck,217198,1013,DE-SH,88,1,,11,,0
02-04-2020,1003,Lübeck,217198,1013,DE-SH,97,1,,9,,0
03-04-2020,1003,Lübeck,217198,1013,DE-SH,98,1,,1,,0
04-04-2020,1003,Lübeck,217198,1013,DE-SH,101,1,,3,,0
05-04-2020,1003,Lübeck,217198,1013,DE-SH,103,1,,2,,0
06-04-2020,1003,Lübeck,217198,1013,DE-SH,103,1,,0,,0
07-04-2020,1003,Lübeck,217198,1013,DE-SH,103,1,73,0,,0
08-04-2020,1003,Lübeck,217198,1013,DE-SH,119,1,76,16,3,0
09-04-2020,1003,Lübeck,217198,1013,DE-SH,125,1,84,6,8,0
10-04-2020,1003,Lübeck,217198,1013,DE-SH,128,1,87,3,3,0
11-04-2020,1003,Lübeck,217198,1013,DE-SH,136,1,92,8,5,0
12-04-2020,1003,Lübeck,217198,1013,DE-SH,139,1,99,3,7,0
13-04-2020,1003,Lübeck,217198,1013,DE-SH,142,1,100,3,1,0
14-04-2020,1003,Lübeck,217198,1013,DE-SH,143,1,106,1,6,0
15-04-2020,1003,Lübeck,217198,1013,DE-SH,151,1,111,8,5,0
16-04-2020,1003,Lübeck,217198,1013,DE-SH,154,1,112,3,1,0
17-04-2020,1003,Lübeck,217198,1013,DE-SH,154,1,114,0,2,0
18-04-2020,1003,Lübeck,217198,1013,DE-SH,155,1,115,1,1,0
19-04-2020,1003,Lübeck,217198,1013,DE-SH,155,1,121,0,6,0
20-04-2020,1003,Lübeck,217198,1013,DE-SH,156,1,124,1,3,0
21-04-2020,1003,Lübeck,217198,1013,DE-SH,157,1,128,1,4,0
22-04-2020,1003,Lübeck,217198,1013,DE-SH,157,1,131,0,3,0
23-04-2020,1003,Lübeck,217198,1013,DE-SH,157,1,133,0,2,0
24-04-2020,1003,Lübeck,217198,1013,DE-SH,158,1,136,1,3,0
25-04-2020,1003,Lübeck,217198,1013,DE-SH,158,1,140,0,4,0
26-04-2020,1003,Lübeck,217198,1013,DE-SH,159,1,141,1,1,0
27-04-2020,1003,Lübeck,217198,1013,DE-SH,159,1,151,0,10,0
28-04-2020,1003,Lübeck,217198,1013,DE-SH,160,1,152,1,1,0
29-04-2020,1003,Lübeck,217198,1013,DE-SH,160,1,152,0,0,0
30-04-2020,1003,Lübeck,217198,1013,DE-SH,164,1,152,4,0,0
01-05-2020,1003,Lübeck,217198,1013,DE-SH,164,1,152,0,0,0
02-05-2020,1003,Lübeck,217198,1013,DE-SH,164,1,154,0,2,0
03-05-2020,1003,Lübeck,217198,1013,DE-SH,164,1,154,0,0,0
04-05-2020,1003,Lübeck,217198,1013,DE-SH,165,1,156,1,2,0
05-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,156,2,0,0
06-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,158,0,2,0
07-05-2020,1003,Lübeck,217198,1013,DE-SH,166,1,159,-1,1,0
08-05-2020,1003,Lübeck,217198,1013,DE-SH,166,1,159,0,0,0
09-05-2020,1003,Lübeck,217198,1013,DE-SH,166,1,160,0,1,0
10-05-2020,1003,Lübeck,217198,1013,DE-SH,166,1,163,0,3,0
11-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,163,1,0,0
12-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,163,0,0,0
13-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,163,0,0,0
14-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,1,0
15-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,0,0
16-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,0,0
17-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,0,0
18-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,0,0
19-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,0,0
20-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,0,0
21-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,165,0,1,0
22-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,165,0,0,0
23-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,165,0,0,0
24-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,165,0,0,0
25-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,165,0,0,0
26-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,166,0,1,0
27-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,166,0,0,0
28-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,166,0,0,0
29-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,-2,0
30-05-2020,1003,Lübeck,217198,1013,DE-SH,166,1,164,-1,0,0
31-05-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,1,0,0
01-06-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,0,0
02-06-2020,1003,Lübeck,217198,1013,DE-SH,167,1,164,0,0,0
04-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,,,
05-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
06-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
07-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
08-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
09-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
10-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
11-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
12-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
13-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
14-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
15-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
16-03-2020,1004,Neumünster,79487,1109,DE-SH,0,,,0,,
17-03-2020,1004,Neumünster,79487,1109,DE-SH,1,,,1,,
18-03-2020,1004,Neumünster,79487,1109,DE-SH,1,,,0,,
19-03-2020,1004,Neumünster,79487,1109,DE-SH,3,,,2,,
20-03-2020,1004,Neumünster,79487,1109,DE-SH,3,,,0,,
21-03-2020,1004,Neumünster,79487,1109,DE-SH,7,,,4,,
22-03-2020,1004,Neumünster,79487,1109,DE-SH,7,,,0,,
23-03-2020,1004,Neumünster,79487,1109,DE-SH,7,,,0,,
24-03-2020,1004,Neumünster,79487,1109,DE-SH,10,,,3,,
25-03-2020,1004,Neumünster,79487,1109,DE-SH,11,,,1,,
26-03-2020,1004,Neumünster,79487,1109,DE-SH,12,,,1,,
27-03-2020,1004,Neumünster,79487,1109,DE-SH,13,0,,1,,
28-03-2020,1004,Neumünster,79487,1109,DE-SH,15,0,,2,,0
29-03-2020,1004,Neumünster,79487,1109,DE-SH,15,,,0,,
30-03-2020,1004,Neumünster,79487,1109,DE-SH,15,0,,0,,
31-03-2020,1004,Neumünster,79487,1109,DE-SH,19,0,,4,,0
01-04-2020,1004,Neumünster,79487,1109,DE-SH,24,0,,5,,0
02-04-2020,1004,Neumünster,79487,1109,DE-SH,25,0,,1,,0
03-04-2020,1004,Neumünster,79487,1109,DE-SH,29,0,,4,,0
04-04-2020,1004,Neumünster,79487,1109,DE-SH,30,0,,1,,0
05-04-2020,1004,Neumünster,79487,1109,DE-SH,30,0,,0,,0
06-04-2020,1004,Neumünster,79487,1109,DE-SH,31,0,,1,,0
07-04-2020,1004,Neumünster,79487,1109,DE-SH,34,0,,3,,0
08-04-2020,1004,Neumünster,79487,1109,DE-SH,34,1,7,0,,1
09-04-2020,1004,Neumünster,79487,1109,DE-SH,36,1,6,2,-1,0
10-04-2020,1004,Neumünster,79487,1109,DE-SH,40,1,8,4,2,0
11-04-2020,1004,Neumünster,79487,1109,DE-SH,42,1,8,2,0,0
12-04-2020,1004,Neumünster,79487,1109,DE-SH,42,1,8,0,0,0
13-04-2020,1004,Neumünster,79487,1109,DE-SH,42,1,11,0,3,0
14-04-2020,1004,Neumünster,79487,1109,DE-SH,42,1,11,0,0,0
15-04-2020,1004,Neumünster,79487,1109,DE-SH,42,1,18,0,7,0
16-04-2020,1004,Neumünster,79487,1109,DE-SH,43,1,20,1,2,0
17-04-2020,1004,Neumünster,79487,1109,DE-SH,46,1,20,3,0,0
18-04-2020,1004,Neumünster,79487,1109,DE-SH,46,1,20,0,0,0
19-04-2020,1004,Neumünster,79487,1109,DE-SH,49,1,22,3,2,0
20-04-2020,1004,Neumünster,79487,1109,DE-SH,50,1,22,1,0,0
21-04-2020,1004,Neumünster,79487,1109,DE-SH,50,1,25,0,3,0
22-04-2020,1004,Neumünster,79487,1109,DE-SH,60,1,25,10,0,0
23-04-2020,1004,Neumünster,79487,1109,DE-SH,60,1,26,0,1,0
24-04-2020,1004,Neumünster,79487,1109,DE-SH,62,1,35,2,9,0
25-04-2020,1004,Neumünster,79487,1109,DE-SH,62,1,35,0,0,0
26-04-2020,1004,Neumünster,79487,1109,DE-SH,62,1,35,0,0,0
27-04-2020,1004,Neumünster,79487,1109,DE-SH,63,1,35,1,0,0
28-04-2020,1004,Neumünster,79487,1109,DE-SH,63,1,37,0,2,0
29-04-2020,1004,Neumünster,79487,1109,DE-SH,66,1,39,3,2,0
30-04-2020,1004,Neumünster,79487,1109,DE-SH,66,1,40,0,1,0
01-05-2020,1004,Neumünster,79487,1109,DE-SH,66,1,40,0,0,0
02-05-2020,1004,Neumünster,79487,1109,DE-SH,66,1,40,0,0,0
03-05-2020,1004,Neumünster,79487,1109,DE-SH,67,1,40,1,0,0
04-05-2020,1004,Neumünster,79487,1109,DE-SH,67,1,43,0,3,0
05-05-2020,1004,Neumünster,79487,1109,DE-SH,68,2,43,1,0,1
06-05-2020,1004,Neumünster,79487,1109,DE-SH,69,2,56,1,13,0
07-05-2020,1004,Neumünster,79487,1109,DE-SH,70,2,56,1,0,0
08-05-2020,1004,Neumünster,79487,1109,DE-SH,71,2,58,1,2,0
09-05-2020,1004,Neumünster,79487,1109,DE-SH,74,2,58,3,0,0
10-05-2020,1004,Neumünster,79487,1109,DE-SH,74,2,58,0,0,0
11-05-2020,1004,Neumünster,79487,1109,DE-SH,78,2,58,4,0,0
12-05-2020,1004,Neumünster,79487,1109,DE-SH,78,2,59,0,1,0
13-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,59,1,0,0
14-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,59,0,0,0
15-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,59,0,0,0
16-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,59,0,0,0
17-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,59,0,0,0
18-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,59,0,0,0
19-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,66,0,7,0
20-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,66,0,0,0
21-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,69,0,3,0
22-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,69,0,0,0
23-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,73,0,4,0
24-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,73,0,0,0
25-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,73,0,0,0
26-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,75,0,2,0
27-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,75,0,0,0
28-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,76,0,1,0
29-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,76,0,0,0
30-05-2020,1004,Neumünster,79487,1109,DE-SH,79,2,76,0,0,0
