stateCode,reportDate,source,cases_day,deaths_day,reportDate_timestamp,ags,community_name,cases,deaths,population_number,population_density
DE-BW,05-03-2020,RKI,0,0,1583366400000,08111,Stuttgart,0,0,634830,3062
DE-BW,06-03-2020,RKI,0,0,1583452800000,08111,Stuttgart,0,0,634830,3062
DE-BW,07-03-2020,RKI,4,0,1583539200000,08111,Stuttgart,4,0,634830,3062
DE-BW,09-03-2020,RKI,7,0,1583712000000,08111,Stuttgart,11,0,634830,3062
DE-BW,10-03-2020,RKI,7,0,1583798400000,08111,Stuttgart,18,0,634830,3062
DE-BW,11-03-2020,RKI,4,0,1583884800000,08111,Stuttgart,22,0,634830,3062
DE-BW,12-03-2020,RKI,6,0,1583971200000,08111,Stuttgart,28,0,634830,3062
DE-BW,13-03-2020,RKI,34,0,1584057600000,08111,Stuttgart,62,0,634830,3062
DE-BW,14-03-2020,RKI,31,0,1584144000000,08111,Stuttgart,93,0,634830,3062
DE-BW,15-03-2020,RKI,15,0,1584230400000,08111,Stuttgart,108,0,634830,3062
DE-BW,16-03-2020,RKI,69,1,1584316800000,08111,Stuttgart,177,1,634830,3062
DE-BW,17-03-2020,RKI,22,0,1584403200000,08111,Stuttgart,199,1,634830,3062
DE-BW,18-03-2020,RKI,52,0,1584489600000,08111,Stuttgart,251,1,634830,3062
DE-BW,19-03-2020,RKI,25,2,1584576000000,08111,Stuttgart,276,3,634830,3062
DE-BW,20-03-2020,RKI,62,1,1584662400000,08111,Stuttgart,338,4,634830,3062
DE-BW,21-03-2020,RKI,44,0,1584748800000,08111,Stuttgart,382,4,634830,3062
DE-BW,22-03-2020,RKI,13,1,1584835200000,08111,Stuttgart,395,5,634830,3062
DE-BW,23-03-2020,RKI,24,0,1584921600000,08111,Stuttgart,419,5,634830,3062
DE-BW,24-03-2020,RKI,33,1,1585008000000,08111,Stuttgart,452,6,634830,3062
DE-BW,25-03-2020,RKI,36,0,1585094400000,08111,Stuttgart,488,6,634830,3062
DE-BW,26-03-2020,RKI,62,2,1585180800000,08111,Stuttgart,550,8,634830,3062
DE-BW,27-03-2020,RKI,49,0,1585267200000,08111,Stuttgart,599,8,634830,3062
DE-BW,28-03-2020,RKI,28,1,1585353600000,08111,Stuttgart,627,9,634830,3062
DE-BW,29-03-2020,RKI,42,0,1585440000000,08111,Stuttgart,669,9,634830,3062
DE-BW,30-03-2020,RKI,21,0,1585526400000,08111,Stuttgart,690,9,634830,3062
DE-BW,31-03-2020,RKI,40,0,1585612800000,08111,Stuttgart,730,9,634830,3062
DE-BW,01-04-2020,RKI,31,0,1585699200000,08111,Stuttgart,761,9,634830,3062
DE-BW,02-04-2020,RKI,0,0,1585785600000,08111,Stuttgart,761,9,634830,3062
DE-BW,05-03-2020,RKI,1,0,1583366400000,08115,Böblingen,1,0,391640,634
DE-BW,09-03-2020,RKI,0,0,1583712000000,08115,Böblingen,1,0,391640,634
DE-BW,11-03-2020,RKI,1,0,1583884800000,08115,Böblingen,2,0,391640,634
DE-BW,12-03-2020,RKI,2,0,1583971200000,08115,Böblingen,4,0,391640,634
DE-BW,13-03-2020,RKI,11,0,1584057600000,08115,Böblingen,15,0,391640,634
DE-BW,14-03-2020,RKI,5,0,1584144000000,08115,Böblingen,20,0,391640,634
DE-BW,15-03-2020,RKI,9,0,1584230400000,08115,Böblingen,29,0,391640,634
DE-BW,16-03-2020,RKI,7,1,1584316800000,08115,Böblingen,36,1,391640,634
DE-BW,17-03-2020,RKI,22,1,1584403200000,08115,Böblingen,58,2,391640,634
DE-BW,18-03-2020,RKI,41,0,1584489600000,08115,Böblingen,99,2,391640,634
DE-BW,19-03-2020,RKI,33,1,1584576000000,08115,Böblingen,132,3,391640,634
DE-BW,20-03-2020,RKI,46,2,1584662400000,08115,Böblingen,178,5,391640,634
DE-BW,21-03-2020,RKI,37,1,1584748800000,08115,Böblingen,215,6,391640,634
DE-BW,22-03-2020,RKI,24,0,1584835200000,08115,Böblingen,239,6,391640,634
DE-BW,23-03-2020,RKI,49,2,1584921600000,08115,Böblingen,288,8,391640,634
DE-BW,24-03-2020,RKI,47,2,1585008000000,08115,Böblingen,335,10,391640,634
DE-BW,25-03-2020,RKI,31,0,1585094400000,08115,Böblingen,366,10,391640,634
DE-BW,26-03-2020,RKI,53,0,1585180800000,08115,Böblingen,419,10,391640,634
DE-BW,27-03-2020,RKI,48,0,1585267200000,08115,Böblingen,467,10,391640,634
DE-BW,28-03-2020,RKI,40,0,1585353600000,08115,Böblingen,507,10,391640,634
DE-BW,29-03-2020,RKI,40,0,1585440000000,08115,Böblingen,547,10,391640,634
DE-BW,30-03-2020,RKI,21,0,1585526400000,08115,Böblingen,568,10,391640,634
DE-BW,31-03-2020,RKI,49,0,1585612800000,08115,Böblingen,617,10,391640,634
DE-BW,01-04-2020,RKI,25,1,1585699200000,08115,Böblingen,642,11,391640,634
DE-BW,01-03-2020,RKI,0,0,1583020800000,08116,Esslingen,0,0,533859,832
DE-BW,03-03-2020,RKI,2,0,1583193600000,08116,Esslingen,2,0,533859,832
DE-BW,04-03-2020,RKI,3,0,1583280000000,08116,Esslingen,5,0,533859,832
