reportDate,country_name_german,cases,deaths,source,countryCode,population_number,population_density
26-01-2020,Australien,4,0,ZON,AU,23401892,3
27-01-2020,Australien,5,0,ZON,AU,23401892,3
28-01-2020,Australien,5,0,ZON,AU,23401892,3
29-01-2020,Australien,6,0,ZON,AU,23401892,3
30-01-2020,Australien,9,0,ZON,AU,23401892,3
31-01-2020,Australien,9,0,ZON,AU,23401892,3
01-02-2020,Australien,12,0,ZON,AU,23401892,3
02-02-2020,Australien,12,0,ZON,AU,23401892,3
03-02-2020,Australien,12,0,ZON,AU,23401892,3
04-02-2020,Australien,13,0,ZON,AU,23401892,3
05-02-2020,Australien,13,0,ZON,AU,23401892,3
06-02-2020,Australien,14,0,ZON,AU,23401892,3
07-02-2020,Australien,15,0,ZON,AU,23401892,3
08-02-2020,Australien,15,0,ZON,AU,23401892,3
09-02-2020,Australien,15,0,ZON,AU,23401892,3
10-02-2020,Australien,15,0,ZON,AU,23401892,3
11-02-2020,Australien,15,0,ZON,AU,23401892,3
12-02-2020,Australien,15,0,ZON,AU,23401892,3
13-02-2020,Australien,15,0,ZON,AU,23401892,3
14-02-2020,Australien,15,0,ZON,AU,23401892,3
15-02-2020,Australien,15,0,ZON,AU,23401892,3
16-02-2020,Australien,15,0,ZON,AU,23401892,3
17-02-2020,Australien,15,0,ZON,AU,23401892,3
18-02-2020,Australien,15,0,ZON,AU,23401892,3
19-02-2020,Australien,15,0,ZON,AU,23401892,3
20-02-2020,Australien,15,0,ZON,AU,23401892,3
21-02-2020,Australien,15,0,ZON,AU,23401892,3
22-02-2020,Australien,15,0,ZON,AU,23401892,3
23-02-2020,Australien,15,0,ZON,AU,23401892,3
24-02-2020,Australien,15,0,ZON,AU,23401892,3
25-02-2020,Australien,15,0,ZON,AU,23401892,3
26-02-2020,Australien,15,0,ZON,AU,23401892,3
27-02-2020,Australien,15,0,ZON,AU,23401892,3
28-02-2020,Australien,15,0,ZON,AU,23401892,3
29-02-2020,Australien,25,0,ZON,AU,23401892,3
01-03-2020,Australien,27,1,ZON,AU,23401892,3
02-03-2020,Australien,30,1,ZON,AU,23401892,3
03-03-2020,Australien,39,1,ZON,AU,23401892,3
04-03-2020,Australien,52,2,ZON,AU,23401892,3
05-03-2020,Australien,55,2,ZON,AU,23401892,3
06-03-2020,Australien,60,2,ZON,AU,23401892,3
07-03-2020,Australien,63,2,ZON,AU,23401892,3
08-03-2020,Australien,76,3,ZON,AU,23401892,3
09-03-2020,Australien,91,3,ZON,AU,23401892,3
10-03-2020,Australien,107,3,ZON,AU,23401892,3
11-03-2020,Australien,128,3,ZON,AU,23401892,3
12-03-2020,Australien,128,3,ZON,AU,23401892,3
13-03-2020,Australien,200,3,ZON,AU,23401892,3
14-03-2020,Australien,250,3,ZON,AU,23401892,3
15-03-2020,Australien,297,3,ZON,AU,23401892,3
16-03-2020,Australien,377,3,ZON,AU,23401892,3
17-03-2020,Australien,452,5,ZON,AU,23401892,3
18-03-2020,Australien,568,6,ZON,AU,23401892,3
19-03-2020,Australien,681,6,ZON,AU,23401892,3
20-03-2020,Australien,791,7,ZON,AU,23401892,3
21-03-2020,Australien,1071,7,ZON,AU,23401892,3
22-03-2020,Australien,1549,7,ZON,AU,23401892,3
23-03-2020,Australien,1682,7,ZON,AU,23401892,3
24-03-2020,Australien,2044,8,ZON,AU,23401892,3
25-03-2020,Australien,2364,8,ZON,AU,23401892,3
26-03-2020,Australien,2810,13,ZON,AU,23401892,3
27-03-2020,Australien,3143,13,ZON,AU,23401892,3
28-03-2020,Australien,3640,14,ZON,AU,23401892,3
29-03-2020,Australien,3984,16,ZON,AU,23401892,3
30-03-2020,Australien,4361,17,ZON,AU,23401892,3
31-03-2020,Australien,4559,18,ZON,AU,23401892,3
01-04-2020,Australien,4862,20,ZON,AU,23401892,3
22-01-2020,Estland,0,0,ZON,EE,1324820,29
23-01-2020,Estland,0,0,ZON,EE,1324820,29
24-01-2020,Estland,0,0,ZON,EE,1324820,29
25-01-2020,Estland,0,0,ZON,EE,1324820,29
26-01-2020,Estland,0,0,ZON,EE,1324820,29
27-01-2020,Estland,0,0,ZON,EE,1324820,29
28-01-2020,Estland,0,0,ZON,EE,1324820,29
29-01-2020,Estland,0,0,ZON,EE,1324820,29
30-01-2020,Estland,0,0,ZON,EE,1324820,29
31-01-2020,Estland,0,0,ZON,EE,1324820,29
01-02-2020,Estland,0,0,ZON,EE,1324820,29
02-02-2020,Estland,0,0,ZON,EE,1324820,29
03-02-2020,Estland,0,0,ZON,EE,1324820,29
04-02-2020,Estland,0,0,ZON,EE,1324820,29
05-02-2020,Estland,0,0,ZON,EE,1324820,29
06-02-2020,Estland,0,0,ZON,EE,1324820,29
07-02-2020,Estland,0,0,ZON,EE,1324820,29
08-02-2020,Estland,0,0,ZON,EE,1324820,29
09-02-2020,Estland,0,0,ZON,EE,1324820,29
10-02-2020,Estland,0,0,ZON,EE,1324820,29
11-02-2020,Estland,0,0,ZON,EE,1324820,29
12-02-2020,Estland,0,0,ZON,EE,1324820,29
13-02-2020,Estland,0,0,ZON,EE,1324820,29
14-02-2020,Estland,0,0,ZON,EE,1324820,29
15-02-2020,Estland,0,0,ZON,EE,1324820,29
16-02-2020,Estland,0,0,ZON,EE,1324820,29
17-02-2020,Estland,0,0,ZON,EE,1324820,29
18-02-2020,Estland,0,0,ZON,EE,1324820,29
19-02-2020,Estland,0,0,ZON,EE,1324820,29
20-02-2020,Estland,0,0,ZON,EE,1324820,29
21-02-2020,Estland,0,0,ZON,EE,1324820,29
22-02-2020,Estland,0,0,ZON,EE,1324820,29
23-02-2020,Estland,0,0,ZON,EE,1324820,29
24-02-2020,Estland,0,0,ZON,EE,1324820,29
25-02-2020,Estland,0,0,ZON,EE,1324820,29
26-02-2020,Estland,0,0,ZON,EE,1324820,29
27-02-2020,Estland,1,0,ZON,EE,1324820,29
28-02-2020,Estland,1,0,ZON,EE,1324820,29
29-02-2020,Estland,1,0,ZON,EE,1324820,29
01-03-2020,Estland,1,0,ZON,EE,1324820,29
02-03-2020,Estland,1,0,ZON,EE,1324820,29
03-03-2020,Estland,2,0,ZON,EE,1324820,29
04-03-2020,Estland,2,0,ZON,EE,1324820,29
05-03-2020,Estland,3,0,ZON,EE,1324820,29
06-03-2020,Estland,10,0,ZON,EE,1324820,29
07-03-2020,Estland,10,0,ZON,EE,1324820,29
08-03-2020,Estland,10,0,ZON,EE,1324820,29
09-03-2020,Estland,10,0,ZON,EE,1324820,29
10-03-2020,Estland,12,0,ZON,EE,1324820,29
11-03-2020,Estland,16,0,ZON,EE,1324820,29
12-03-2020,Estland,16,0,ZON,EE,1324820,29
13-03-2020,Estland,79,0,ZON,EE,1324820,29
14-03-2020,Estland,115,0,ZON,EE,1324820,29
15-03-2020,Estland,171,0,ZON,EE,1324820,29
16-03-2020,Estland,205,0,ZON,EE,1324820,29
17-03-2020,Estland,225,0,ZON,EE,1324820,29
18-03-2020,Estland,258,0,ZON,EE,1324820,29
19-03-2020,Estland,267,0,ZON,EE,1324820,29
20-03-2020,Estland,283,0,ZON,EE,1324820,29
21-03-2020,Estland,306,0,ZON,EE,1324820,29
22-03-2020,Estland,326,0,ZON,EE,1324820,29
23-03-2020,Estland,352,0,ZON,EE,1324820,29
24-03-2020,Estland,369,0,ZON,EE,1324820,29
25-03-2020,Estland,404,1,ZON,EE,1324820,29
26-03-2020,Estland,538,1,ZON,EE,1324820,29
27-03-2020,Estland,575,1,ZON,EE,1324820,29
28-03-2020,Estland,645,1,ZON,EE,1324820,29
29-03-2020,Estland,679,3,ZON,EE,1324820,29
30-03-2020,Estland,715,3,ZON,EE,1324820,29
31-03-2020,Estland,745,4,ZON,EE,1324820,29
01-04-2020,Estland,779,5,ZON,EE,1324820,29
22-01-2020,Iran,0,0,ZON,IR,77447168,46
23-01-2020,Iran,0,0,ZON,IR,77447168,46
24-01-2020,Iran,0,0,ZON,IR,77447168,46
25-01-2020,Iran,0,0,ZON,IR,77447168,46
26-01-2020,Iran,0,0,ZON,IR,77447168,46
27-01-2020,Iran,0,0,ZON,IR,77447168,46
28-01-2020,Iran,0,0,ZON,IR,77447168,46
29-01-2020,Iran,0,0,ZON,IR,77447168,46
30-01-2020,Iran,0,0,ZON,IR,77447168,46
31-01-2020,Iran,0,0,ZON,IR,77447168,46
01-02-2020,Iran,0,0,ZON,IR,77447168,46
02-02-2020,Iran,0,0,ZON,IR,77447168,46
03-02-2020,Iran,0,0,ZON,IR,77447168,46
04-02-2020,Iran,0,0,ZON,IR,77447168,46
05-02-2020,Iran,0,0,ZON,IR,77447168,46
06-02-2020,Iran,0,0,ZON,IR,77447168,46
07-02-2020,Iran,0,0,ZON,IR,77447168,46
08-02-2020,Iran,0,0,ZON,IR,77447168,46
09-02-2020,Iran,0,0,ZON,IR,77447168,46
10-02-2020,Iran,0,0,ZON,IR,77447168,46
11-02-2020,Iran,0,0,ZON,IR,77447168,46
12-02-2020,Iran,0,0,ZON,IR,77447168,46
13-02-2020,Iran,0,0,ZON,IR,77447168,46
14-02-2020,Iran,0,0,ZON,IR,77447168,46
15-02-2020,Iran,0,0,ZON,IR,77447168,46
16-02-2020,Iran,0,0,ZON,IR,77447168,46
17-02-2020,Iran,0,0,ZON,IR,77447168,46
18-02-2020,Iran,0,0,ZON,IR,77447168,46
19-02-2020,Iran,2,2,ZON,IR,77447168,46
20-02-2020,Iran,5,2,ZON,IR,77447168,46
21-02-2020,Iran,18,4,ZON,IR,77447168,46
22-02-2020,Iran,28,5,ZON,IR,77447168,46
23-02-2020,Iran,43,8,ZON,IR,77447168,46
24-02-2020,Iran,61,12,ZON,IR,77447168,46
25-02-2020,Iran,95,16,ZON,IR,77447168,46
26-02-2020,Iran,139,19,ZON,IR,77447168,46
27-02-2020,Iran,245,26,ZON,IR,77447168,46
28-02-2020,Iran,388,34,ZON,IR,77447168,46
29-02-2020,Iran,593,43,ZON,IR,77447168,46
01-03-2020,Iran,978,54,ZON,IR,77447168,46
02-03-2020,Iran,1501,66,ZON,IR,77447168,46
03-03-2020,Iran,2336,77,ZON,IR,77447168,46
04-03-2020,Iran,2922,92,ZON,IR,77447168,46
05-03-2020,Iran,3513,107,ZON,IR,77447168,46
06-03-2020,Iran,4747,124,ZON,IR,77447168,46
07-03-2020,Iran,5823,145,ZON,IR,77447168,46
08-03-2020,Iran,6566,194,ZON,IR,77447168,46
09-03-2020,Iran,7161,237,ZON,IR,77447168,46
10-03-2020,Iran,8042,291,ZON,IR,77447168,46
11-03-2020,Iran,9000,354,ZON,IR,77447168,46
12-03-2020,Iran,10075,429,ZON,IR,77447168,46
13-03-2020,Iran,11364,514,ZON,IR,77447168,46
14-03-2020,Iran,12729,611,ZON,IR,77447168,46
15-03-2020,Iran,13938,724,ZON,IR,77447168,46
16-03-2020,Iran,14991,853,ZON,IR,77447168,46
17-03-2020,Iran,16169,988,ZON,IR,77447168,46
18-03-2020,Iran,17361,1135,ZON,IR,77447168,46
19-03-2020,Iran,18407,1284,ZON,IR,77447168,46
20-03-2020,Iran,19644,1433,ZON,IR,77447168,46
21-03-2020,Iran,20610,1556,ZON,IR,77447168,46
22-03-2020,Iran,21638,1685,ZON,IR,77447168,46
23-03-2020,Iran,23049,1812,ZON,IR,77447168,46
24-03-2020,Iran,24811,1934,ZON,IR,77447168,46
25-03-2020,Iran,27017,2077,ZON,IR,77447168,46
26-03-2020,Iran,29406,2234,ZON,IR,77447168,46
27-03-2020,Iran,32332,2378,ZON,IR,77447168,46
28-03-2020,Iran,35408,2517,ZON,IR,77447168,46
29-03-2020,Iran,38309,2640,ZON,IR,77447168,46
30-03-2020,Iran,41495,2757,ZON,IR,77447168,46
31-03-2020,Iran,44605,2898,ZON,IR,77447168,46
01-04-2020,Iran,47593,3036,ZON,IR,77447168,46
22-01-2020,Litauen,0,0,ZON,LT,2790842,42
23-01-2020,Litauen,0,0,ZON,LT,2790842,42
24-01-2020,Litauen,0,0,ZON,LT,2790842,42
25-01-2020,Litauen,0,0,ZON,LT,2790842,42
26-01-2020,Litauen,0,0,ZON,LT,2790842,42
27-01-2020,Litauen,0,0,ZON,LT,2790842,42
28-01-2020,Litauen,0,0,ZON,LT,2790842,42
29-01-2020,Litauen,0,0,ZON,LT,2790842,42
30-01-2020,Litauen,0,0,ZON,LT,2790842,42
31-01-2020,Litauen,0,0,ZON,LT,2790842,42
01-02-2020,Litauen,0,0,ZON,LT,2790842,42
02-02-2020,Litauen,0,0,ZON,LT,2790842,42
03-02-2020,Litauen,0,0,ZON,LT,2790842,42
04-02-2020,Litauen,0,0,ZON,LT,2790842,42
05-02-2020,Litauen,0,0,ZON,LT,2790842,42
06-02-2020,Litauen,0,0,ZON,LT,2790842,42
07-02-2020,Litauen,0,0,ZON,LT,2790842,42
08-02-2020,Litauen,0,0,ZON,LT,2790842,42
09-02-2020,Litauen,0,0,ZON,LT,2790842,42
10-02-2020,Litauen,0,0,ZON,LT,2790842,42
11-02-2020,Litauen,0,0,ZON,LT,2790842,42
12-02-2020,Litauen,0,0,ZON,LT,2790842,42
13-02-2020,Litauen,0,0,ZON,LT,2790842,42
14-02-2020,Litauen,0,0,ZON,LT,2790842,42
15-02-2020,Litauen,0,0,ZON,LT,2790842,42
16-02-2020,Litauen,0,0,ZON,LT,2790842,42
17-02-2020,Litauen,0,0,ZON,LT,2790842,42
18-02-2020,Litauen,0,0,ZON,LT,2790842,42
19-02-2020,Litauen,0,0,ZON,LT,2790842,42
20-02-2020,Litauen,0,0,ZON,LT,2790842,42
21-02-2020,Litauen,0,0,ZON,LT,2790842,42
22-02-2020,Litauen,0,0,ZON,LT,2790842,42
23-02-2020,Litauen,0,0,ZON,LT,2790842,42
24-02-2020,Litauen,0,0,ZON,LT,2790842,42
25-02-2020,Litauen,0,0,ZON,LT,2790842,42
26-02-2020,Litauen,0,0,ZON,LT,2790842,42
27-02-2020,Litauen,0,0,ZON,LT,2790842,42
28-02-2020,Litauen,1,0,ZON,LT,2790842,42
29-02-2020,Litauen,1,0,ZON,LT,2790842,42
01-03-2020,Litauen,1,0,ZON,LT,2790842,42
02-03-2020,Litauen,1,0,ZON,LT,2790842,42
03-03-2020,Litauen,1,0,ZON,LT,2790842,42
04-03-2020,Litauen,1,0,ZON,LT,2790842,42
05-03-2020,Litauen,1,0,ZON,LT,2790842,42
06-03-2020,Litauen,1,0,ZON,LT,2790842,42
07-03-2020,Litauen,1,0,ZON,LT,2790842,42
08-03-2020,Litauen,1,0,ZON,LT,2790842,42
09-03-2020,Litauen,1,0,ZON,LT,2790842,42
10-03-2020,Litauen,1,0,ZON,LT,2790842,42
11-03-2020,Litauen,3,0,ZON,LT,2790842,42
12-03-2020,Litauen,3,0,ZON,LT,2790842,42
13-03-2020,Litauen,6,0,ZON,LT,2790842,42
14-03-2020,Litauen,8,0,ZON,LT,2790842,42
15-03-2020,Litauen,12,0,ZON,LT,2790842,42
16-03-2020,Litauen,17,0,ZON,LT,2790842,42
17-03-2020,Litauen,25,0,ZON,LT,2790842,42
18-03-2020,Litauen,27,0,ZON,LT,2790842,42
19-03-2020,Litauen,36,0,ZON,LT,2790842,42
20-03-2020,Litauen,49,0,ZON,LT,2790842,42
21-03-2020,Litauen,83,1,ZON,LT,2790842,42
22-03-2020,Litauen,143,1,ZON,LT,2790842,42
23-03-2020,Litauen,179,1,ZON,LT,2790842,42
24-03-2020,Litauen,209,2,ZON,LT,2790842,42
25-03-2020,Litauen,274,4,ZON,LT,2790842,42
26-03-2020,Litauen,299,4,ZON,LT,2790842,42
27-03-2020,Litauen,358,5,ZON,LT,2790842,42
28-03-2020,Litauen,394,7,ZON,LT,2790842,42
29-03-2020,Litauen,460,7,ZON,LT,2790842,42
30-03-2020,Litauen,491,7,ZON,LT,2790842,42
31-03-2020,Litauen,537,8,ZON,LT,2790842,42
01-04-2020,Litauen,581,8,ZON,LT,2790842,42
22-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
23-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
24-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
25-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
26-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
27-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
28-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
29-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
30-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
31-01-2020,Afghanistan,0,0,ZON,AF,34940837,53
01-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
02-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
03-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
04-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
05-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
06-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
07-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
08-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
09-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
10-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
11-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
12-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
13-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
14-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
15-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
16-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
17-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
18-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
19-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
20-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
21-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
22-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
23-02-2020,Afghanistan,0,0,ZON,AF,34940837,53
24-02-2020,Afghanistan,1,0,ZON,AF,34940837,53
25-02-2020,Afghanistan,1,0,ZON,AF,34940837,53
26-02-2020,Afghanistan,1,0,ZON,AF,34940837,53
27-02-2020,Afghanistan,1,0,ZON,AF,34940837,53
28-02-2020,Afghanistan,1,0,ZON,AF,34940837,53
29-02-2020,Afghanistan,1,0,ZON,AF,34940837,53
01-03-2020,Afghanistan,1,0,ZON,AF,34940837,53
02-03-2020,Afghanistan,1,0,ZON,AF,34940837,53
03-03-2020,Afghanistan,1,0,ZON,AF,34940837,53
04-03-2020,Afghanistan,1,0,ZON,AF,34940837,53
05-03-2020,Afghanistan,1,0,ZON,AF,34940837,53
06-03-2020,Afghanistan,1,0,ZON,AF,34940837,53
07-03-2020,Afghanistan,1,0,ZON,AF,34940837,53
08-03-2020,Afghanistan,4,0,ZON,AF,34940837,53
09-03-2020,Afghanistan,4,0,ZON,AF,34940837,53
10-03-2020,Afghanistan,5,0,ZON,AF,34940837,53
11-03-2020,Afghanistan,7,0,ZON,AF,34940837,53
12-03-2020,Afghanistan,7,0,ZON,AF,34940837,53
13-03-2020,Afghanistan,7,0,ZON,AF,34940837,53
14-03-2020,Afghanistan,11,0,ZON,AF,34940837,53
15-03-2020,Afghanistan,16,0,ZON,AF,34940837,53
16-03-2020,Afghanistan,21,0,ZON,AF,34940837,53
17-03-2020,Afghanistan,22,0,ZON,AF,34940837,53
18-03-2020,Afghanistan,22,0,ZON,AF,34940837,53
19-03-2020,Afghanistan,22,0,ZON,AF,34940837,53
20-03-2020,Afghanistan,24,0,ZON,AF,34940837,53
21-03-2020,Afghanistan,24,0,ZON,AF,34940837,53
22-03-2020,Afghanistan,40,1,ZON,AF,34940837,53
23-03-2020,Afghanistan,40,1,ZON,AF,34940837,53
24-03-2020,Afghanistan,74,1,ZON,AF,34940837,53
25-03-2020,Afghanistan,84,2,ZON,AF,34940837,53
26-03-2020,Afghanistan,94,4,ZON,AF,34940837,53
27-03-2020,Afghanistan,110,4,ZON,AF,34940837,53
28-03-2020,Afghanistan,110,4,ZON,AF,34940837,53
29-03-2020,Afghanistan,120,4,ZON,AF,34940837,53
30-03-2020,Afghanistan,170,4,ZON,AF,34940837,53
31-03-2020,Afghanistan,174,4,ZON,AF,34940837,53
01-04-2020,Afghanistan,237,4,ZON,AF,34940837,53
22-01-2020,Ägypten,0,0,ZON,EG,94798827,93
23-01-2020,Ägypten,0,0,ZON,EG,94798827,93
24-01-2020,Ägypten,0,0,ZON,EG,94798827,93
25-01-2020,Ägypten,0,0,ZON,EG,94798827,93
26-01-2020,Ägypten,0,0,ZON,EG,94798827,93
27-01-2020,Ägypten,0,0,ZON,EG,94798827,93
28-01-2020,Ägypten,0,0,ZON,EG,94798827,93
29-01-2020,Ägypten,0,0,ZON,EG,94798827,93
30-01-2020,Ägypten,0,0,ZON,EG,94798827,93
31-01-2020,Ägypten,0,0,ZON,EG,94798827,93
01-02-2020,Ägypten,0,0,ZON,EG,94798827,93
02-02-2020,Ägypten,0,0,ZON,EG,94798827,93
03-02-2020,Ägypten,0,0,ZON,EG,94798827,93
04-02-2020,Ägypten,0,0,ZON,EG,94798827,93
05-02-2020,Ägypten,0,0,ZON,EG,94798827,93
06-02-2020,Ägypten,0,0,ZON,EG,94798827,93
07-02-2020,Ägypten,0,0,ZON,EG,94798827,93
08-02-2020,Ägypten,0,0,ZON,EG,94798827,93
09-02-2020,Ägypten,0,0,ZON,EG,94798827,93
10-02-2020,Ägypten,0,0,ZON,EG,94798827,93
11-02-2020,Ägypten,0,0,ZON,EG,94798827,93
12-02-2020,Ägypten,0,0,ZON,EG,94798827,93
13-02-2020,Ägypten,0,0,ZON,EG,94798827,93
14-02-2020,Ägypten,1,0,ZON,EG,94798827,93
15-02-2020,Ägypten,1,0,ZON,EG,94798827,93
16-02-2020,Ägypten,1,0,ZON,EG,94798827,93
17-02-2020,Ägypten,1,0,ZON,EG,94798827,93
18-02-2020,Ägypten,1,0,ZON,EG,94798827,93
19-02-2020,Ägypten,1,0,ZON,EG,94798827,93
20-02-2020,Ägypten,1,0,ZON,EG,94798827,93
21-02-2020,Ägypten,1,0,ZON,EG,94798827,93
22-02-2020,Ägypten,1,0,ZON,EG,94798827,93
23-02-2020,Ägypten,1,0,ZON,EG,94798827,93
24-02-2020,Ägypten,1,0,ZON,EG,94798827,93
25-02-2020,Ägypten,1,0,ZON,EG,94798827,93
26-02-2020,Ägypten,1,0,ZON,EG,94798827,93
27-02-2020,Ägypten,1,0,ZON,EG,94798827,93
28-02-2020,Ägypten,1,0,ZON,EG,94798827,93
29-02-2020,Ägypten,1,0,ZON,EG,94798827,93
01-03-2020,Ägypten,2,0,ZON,EG,94798827,93
02-03-2020,Ägypten,2,0,ZON,EG,94798827,93
03-03-2020,Ägypten,2,0,ZON,EG,94798827,93
04-03-2020,Ägypten,2,0,ZON,EG,94798827,93
05-03-2020,Ägypten,3,0,ZON,EG,94798827,93
06-03-2020,Ägypten,15,0,ZON,EG,94798827,93
07-03-2020,Ägypten,15,0,ZON,EG,94798827,93
08-03-2020,Ägypten,49,1,ZON,EG,94798827,93
09-03-2020,Ägypten,55,1,ZON,EG,94798827,93
10-03-2020,Ägypten,59,1,ZON,EG,94798827,93
11-03-2020,Ägypten,60,1,ZON,EG,94798827,93
12-03-2020,Ägypten,67,1,ZON,EG,94798827,93
13-03-2020,Ägypten,80,2,ZON,EG,94798827,93
14-03-2020,Ägypten,109,2,ZON,EG,94798827,93
15-03-2020,Ägypten,110,2,ZON,EG,94798827,93
16-03-2020,Ägypten,150,2,ZON,EG,94798827,93
17-03-2020,Ägypten,196,4,ZON,EG,94798827,93
18-03-2020,Ägypten,196,6,ZON,EG,94798827,93
19-03-2020,Ägypten,256,6,ZON,EG,94798827,93
20-03-2020,Ägypten,285,8,ZON,EG,94798827,93
21-03-2020,Ägypten,294,10,ZON,EG,94798827,93
22-03-2020,Ägypten,327,14,ZON,EG,94798827,93
23-03-2020,Ägypten,366,19,ZON,EG,94798827,93
24-03-2020,Ägypten,402,20,ZON,EG,94798827,93
25-03-2020,Ägypten,456,21,ZON,EG,94798827,93
26-03-2020,Ägypten,495,24,ZON,EG,94798827,93
27-03-2020,Ägypten,536,30,ZON,EG,94798827,93
28-03-2020,Ägypten,576,36,ZON,EG,94798827,93
29-03-2020,Ägypten,609,40,ZON,EG,94798827,93
30-03-2020,Ägypten,656,41,ZON,EG,94798827,93
31-03-2020,Ägypten,710,46,ZON,EG,94798827,93
01-04-2020,Ägypten,779,52,ZON,EG,94798827,93
22-01-2020,Luxemburg,0,0,ZON,LU,613900,237
23-01-2020,Luxemburg,0,0,ZON,LU,613900,237
24-01-2020,Luxemburg,0,0,ZON,LU,613900,237
25-01-2020,Luxemburg,0,0,ZON,LU,613900,237
26-01-2020,Luxemburg,0,0,ZON,LU,613900,237
27-01-2020,Luxemburg,0,0,ZON,LU,613900,237
28-01-2020,Luxemburg,0,0,ZON,LU,613900,237
29-01-2020,Luxemburg,0,0,ZON,LU,613900,237
30-01-2020,Luxemburg,0,0,ZON,LU,613900,237
31-01-2020,Luxemburg,0,0,ZON,LU,613900,237
01-02-2020,Luxemburg,0,0,ZON,LU,613900,237
02-02-2020,Luxemburg,0,0,ZON,LU,613900,237
03-02-2020,Luxemburg,0,0,ZON,LU,613900,237
04-02-2020,Luxemburg,0,0,ZON,LU,613900,237
05-02-2020,Luxemburg,0,0,ZON,LU,613900,237
06-02-2020,Luxemburg,0,0,ZON,LU,613900,237
07-02-2020,Luxemburg,0,0,ZON,LU,613900,237
08-02-2020,Luxemburg,0,0,ZON,LU,613900,237
09-02-2020,Luxemburg,0,0,ZON,LU,613900,237
10-02-2020,Luxemburg,0,0,ZON,LU,613900,237
11-02-2020,Luxemburg,0,0,ZON,LU,613900,237
12-02-2020,Luxemburg,0,0,ZON,LU,613900,237
13-02-2020,Luxemburg,0,0,ZON,LU,613900,237
14-02-2020,Luxemburg,0,0,ZON,LU,613900,237
15-02-2020,Luxemburg,0,0,ZON,LU,613900,237
16-02-2020,Luxemburg,0,0,ZON,LU,613900,237
17-02-2020,Luxemburg,0,0,ZON,LU,613900,237
18-02-2020,Luxemburg,0,0,ZON,LU,613900,237
19-02-2020,Luxemburg,0,0,ZON,LU,613900,237
20-02-2020,Luxemburg,0,0,ZON,LU,613900,237
21-02-2020,Luxemburg,0,0,ZON,LU,613900,237
22-02-2020,Luxemburg,0,0,ZON,LU,613900,237
23-02-2020,Luxemburg,0,0,ZON,LU,613900,237
24-02-2020,Luxemburg,0,0,ZON,LU,613900,237
25-02-2020,Luxemburg,0,0,ZON,LU,613900,237
26-02-2020,Luxemburg,0,0,ZON,LU,613900,237
27-02-2020,Luxemburg,0,0,ZON,LU,613900,237
28-02-2020,Luxemburg,0,0,ZON,LU,613900,237
29-02-2020,Luxemburg,1,0,ZON,LU,613900,237
01-03-2020,Luxemburg,1,0,ZON,LU,613900,237
02-03-2020,Luxemburg,1,0,ZON,LU,613900,237
03-03-2020,Luxemburg,1,0,ZON,LU,613900,237
04-03-2020,Luxemburg,1,0,ZON,LU,613900,237
05-03-2020,Luxemburg,1,0,ZON,LU,613900,237
06-03-2020,Luxemburg,2,0,ZON,LU,613900,237
07-03-2020,Luxemburg,2,0,ZON,LU,613900,237
08-03-2020,Luxemburg,3,0,ZON,LU,613900,237
09-03-2020,Luxemburg,3,0,ZON,LU,613900,237
10-03-2020,Luxemburg,5,0,ZON,LU,613900,237
11-03-2020,Luxemburg,7,0,ZON,LU,613900,237
12-03-2020,Luxemburg,19,0,ZON,LU,613900,237
13-03-2020,Luxemburg,34,0,ZON,LU,613900,237
14-03-2020,Luxemburg,51,1,ZON,LU,613900,237
15-03-2020,Luxemburg,59,1,ZON,LU,613900,237
16-03-2020,Luxemburg,77,1,ZON,LU,613900,237
