reportDate,country_name_german,cases,deaths,source,countryCode,population_number,population_density
04-02-2020,Finnland,1,0,ZON,FI,5501043,16
05-02-2020,Finnland,1,0,ZON,FI,5501043,16
06-02-2020,Finnland,1,0,ZON,FI,5501043,16
07-02-2020,Finnland,1,0,ZON,FI,5501043,16
08-02-2020,Finnland,1,0,ZON,FI,5501043,16
09-02-2020,Finnland,1,0,ZON,FI,5501043,16
10-02-2020,Finnland,1,0,ZON,FI,5501043,16
11-02-2020,Finnland,1,0,ZON,FI,5501043,16
12-02-2020,Finnland,1,0,ZON,FI,5501043,16
13-02-2020,Finnland,1,0,ZON,FI,5501043,16
14-02-2020,Finnland,1,0,ZON,FI,5501043,16
15-02-2020,Finnland,1,0,ZON,FI,5501043,16
16-02-2020,Finnland,1,0,ZON,FI,5501043,16
17-02-2020,Finnland,1,0,ZON,FI,5501043,16
18-02-2020,Finnland,1,0,ZON,FI,5501043,16
19-02-2020,Finnland,1,0,ZON,FI,5501043,16
20-02-2020,Finnland,1,0,ZON,FI,5501043,16
21-02-2020,Finnland,1,0,ZON,FI,5501043,16
22-02-2020,Finnland,1,0,ZON,FI,5501043,16
23-02-2020,Finnland,1,0,ZON,FI,5501043,16
24-02-2020,Finnland,1,0,ZON,FI,5501043,16
25-02-2020,Finnland,1,0,ZON,FI,5501043,16
26-02-2020,Finnland,2,0,ZON,FI,5501043,16
27-02-2020,Finnland,2,0,ZON,FI,5501043,16
28-02-2020,Finnland,2,0,ZON,FI,5501043,16
29-02-2020,Finnland,3,0,ZON,FI,5501043,16
01-03-2020,Finnland,6,0,ZON,FI,5501043,16
02-03-2020,Finnland,6,0,ZON,FI,5501043,16
03-03-2020,Finnland,6,0,ZON,FI,5501043,16
04-03-2020,Finnland,6,0,ZON,FI,5501043,16
05-03-2020,Finnland,12,0,ZON,FI,5501043,16
06-03-2020,Finnland,15,0,ZON,FI,5501043,16
07-03-2020,Finnland,15,0,ZON,FI,5501043,16
08-03-2020,Finnland,23,0,ZON,FI,5501043,16
09-03-2020,Finnland,30,0,ZON,FI,5501043,16
10-03-2020,Finnland,40,0,ZON,FI,5501043,16
11-03-2020,Finnland,59,0,ZON,FI,5501043,16
12-03-2020,Finnland,59,0,ZON,FI,5501043,16
13-03-2020,Finnland,155,0,ZON,FI,5501043,16
14-03-2020,Finnland,225,0,ZON,FI,5501043,16
15-03-2020,Finnland,244,0,ZON,FI,5501043,16
16-03-2020,Finnland,277,0,ZON,FI,5501043,16
17-03-2020,Finnland,321,0,ZON,FI,5501043,16
18-03-2020,Finnland,336,0,ZON,FI,5501043,16
19-03-2020,Finnland,400,0,ZON,FI,5501043,16
20-03-2020,Finnland,450,0,ZON,FI,5501043,16
21-03-2020,Finnland,523,1,ZON,FI,5501043,16
22-03-2020,Finnland,626,1,ZON,FI,5501043,16
23-03-2020,Finnland,700,1,ZON,FI,5501043,16
24-03-2020,Finnland,792,1,ZON,FI,5501043,16
25-03-2020,Finnland,880,3,ZON,FI,5501043,16
26-03-2020,Finnland,958,5,ZON,FI,5501043,16
27-03-2020,Finnland,1041,7,ZON,FI,5501043,16
28-03-2020,Finnland,1167,9,ZON,FI,5501043,16
29-03-2020,Finnland,1240,11,ZON,FI,5501043,16
30-03-2020,Finnland,1352,13,ZON,FI,5501043,16
31-03-2020,Finnland,1418,17,ZON,FI,5501043,16
01-04-2020,Finnland,1446,17,ZON,FI,5501043,16
22-01-2020,Andorra,0,0,ZON,AD,76177,162
23-01-2020,Andorra,0,0,ZON,AD,76177,162
24-01-2020,Andorra,0,0,ZON,AD,76177,162
25-01-2020,Andorra,0,0,ZON,AD,76177,162
26-01-2020,Andorra,0,0,ZON,AD,76177,162
27-01-2020,Andorra,0,0,ZON,AD,76177,162
28-01-2020,Andorra,0,0,ZON,AD,76177,162
29-01-2020,Andorra,0,0,ZON,AD,76177,162
30-01-2020,Andorra,0,0,ZON,AD,76177,162
31-01-2020,Andorra,0,0,ZON,AD,76177,162
01-02-2020,Andorra,0,0,ZON,AD,76177,162
02-02-2020,Andorra,0,0,ZON,AD,76177,162
03-02-2020,Andorra,0,0,ZON,AD,76177,162
04-02-2020,Andorra,0,0,ZON,AD,76177,162
05-02-2020,Andorra,0,0,ZON,AD,76177,162
06-02-2020,Andorra,0,0,ZON,AD,76177,162
07-02-2020,Andorra,0,0,ZON,AD,76177,162
08-02-2020,Andorra,0,0,ZON,AD,76177,162
09-02-2020,Andorra,0,0,ZON,AD,76177,162
10-02-2020,Andorra,0,0,ZON,AD,76177,162
11-02-2020,Andorra,0,0,ZON,AD,76177,162
12-02-2020,Andorra,0,0,ZON,AD,76177,162
13-02-2020,Andorra,0,0,ZON,AD,76177,162
14-02-2020,Andorra,0,0,ZON,AD,76177,162
15-02-2020,Andorra,0,0,ZON,AD,76177,162
16-02-2020,Andorra,0,0,ZON,AD,76177,162
17-02-2020,Andorra,0,0,ZON,AD,76177,162
18-02-2020,Andorra,0,0,ZON,AD,76177,162
19-02-2020,Andorra,0,0,ZON,AD,76177,162
20-02-2020,Andorra,0,0,ZON,AD,76177,162
21-02-2020,Andorra,0,0,ZON,AD,76177,162
22-02-2020,Andorra,0,0,ZON,AD,76177,162
23-02-2020,Andorra,0,0,ZON,AD,76177,162
24-02-2020,Andorra,0,0,ZON,AD,76177,162
25-02-2020,Andorra,0,0,ZON,AD,76177,162
26-02-2020,Andorra,0,0,ZON,AD,76177,162
27-02-2020,Andorra,0,0,ZON,AD,76177,162
28-02-2020,Andorra,0,0,ZON,AD,76177,162
29-02-2020,Andorra,0,0,ZON,AD,76177,162
01-03-2020,Andorra,0,0,ZON,AD,76177,162
02-03-2020,Andorra,1,0,ZON,AD,76177,162
03-03-2020,Andorra,1,0,ZON,AD,76177,162
04-03-2020,Andorra,1,0,ZON,AD,76177,162
05-03-2020,Andorra,1,0,ZON,AD,76177,162
06-03-2020,Andorra,1,0,ZON,AD,76177,162
07-03-2020,Andorra,1,0,ZON,AD,76177,162
08-03-2020,Andorra,1,0,ZON,AD,76177,162
09-03-2020,Andorra,1,0,ZON,AD,76177,162
10-03-2020,Andorra,1,0,ZON,AD,76177,162
11-03-2020,Andorra,1,0,ZON,AD,76177,162
12-03-2020,Andorra,1,0,ZON,AD,76177,162
13-03-2020,Andorra,1,0,ZON,AD,76177,162
14-03-2020,Andorra,1,0,ZON,AD,76177,162
15-03-2020,Andorra,1,0,ZON,AD,76177,162
16-03-2020,Andorra,2,0,ZON,AD,76177,162
17-03-2020,Andorra,39,0,ZON,AD,76177,162
18-03-2020,Andorra,39,0,ZON,AD,76177,162
19-03-2020,Andorra,53,0,ZON,AD,76177,162
20-03-2020,Andorra,75,0,ZON,AD,76177,162
21-03-2020,Andorra,88,0,ZON,AD,76177,162
22-03-2020,Andorra,113,1,ZON,AD,76177,162
23-03-2020,Andorra,133,1,ZON,AD,76177,162
24-03-2020,Andorra,164,1,ZON,AD,76177,162
25-03-2020,Andorra,188,1,ZON,AD,76177,162
26-03-2020,Andorra,224,3,ZON,AD,76177,162
27-03-2020,Andorra,267,3,ZON,AD,76177,162
28-03-2020,Andorra,308,3,ZON,AD,76177,162
29-03-2020,Andorra,334,6,ZON,AD,76177,162
30-03-2020,Andorra,370,8,ZON,AD,76177,162
31-03-2020,Andorra,376,12,ZON,AD,76177,162
01-04-2020,Andorra,390,14,ZON,AD,76177,162
22-01-2020,Tunesien,0,0,ZON,TN,11565204,70
23-01-2020,Tunesien,0,0,ZON,TN,11565204,70
24-01-2020,Tunesien,0,0,ZON,TN,11565204,70
25-01-2020,Tunesien,0,0,ZON,TN,11565204,70
26-01-2020,Tunesien,0,0,ZON,TN,11565204,70
27-01-2020,Tunesien,0,0,ZON,TN,11565204,70
28-01-2020,Tunesien,0,0,ZON,TN,11565204,70
29-01-2020,Tunesien,0,0,ZON,TN,11565204,70
30-01-2020,Tunesien,0,0,ZON,TN,11565204,70
31-01-2020,Tunesien,0,0,ZON,TN,11565204,70
01-02-2020,Tunesien,0,0,ZON,TN,11565204,70
02-02-2020,Tunesien,0,0,ZON,TN,11565204,70
03-02-2020,Tunesien,0,0,ZON,TN,11565204,70
04-02-2020,Tunesien,0,0,ZON,TN,11565204,70
05-02-2020,Tunesien,0,0,ZON,TN,11565204,70
06-02-2020,Tunesien,0,0,ZON,TN,11565204,70
07-02-2020,Tunesien,0,0,ZON,TN,11565204,70
08-02-2020,Tunesien,0,0,ZON,TN,11565204,70
09-02-2020,Tunesien,0,0,ZON,TN,11565204,70
10-02-2020,Tunesien,0,0,ZON,TN,11565204,70
11-02-2020,Tunesien,0,0,ZON,TN,11565204,70
12-02-2020,Tunesien,0,0,ZON,TN,11565204,70
13-02-2020,Tunesien,0,0,ZON,TN,11565204,70
14-02-2020,Tunesien,0,0,ZON,TN,11565204,70
15-02-2020,Tunesien,0,0,ZON,TN,11565204,70
16-02-2020,Tunesien,0,0,ZON,TN,11565204,70
17-02-2020,Tunesien,0,0,ZON,TN,11565204,70
18-02-2020,Tunesien,0,0,ZON,TN,11565204,70
19-02-2020,Tunesien,0,0,ZON,TN,11565204,70
20-02-2020,Tunesien,0,0,ZON,TN,11565204,70
21-02-2020,Tunesien,0,0,ZON,TN,11565204,70
22-02-2020,Tunesien,0,0,ZON,TN,11565204,70
23-02-2020,Tunesien,0,0,ZON,TN,11565204,70
24-02-2020,Tunesien,0,0,ZON,TN,11565204,70
25-02-2020,Tunesien,0,0,ZON,TN,11565204,70
26-02-2020,Tunesien,0,0,ZON,TN,11565204,70
27-02-2020,Tunesien,0,0,ZON,TN,11565204,70
28-02-2020,Tunesien,0,0,ZON,TN,11565204,70
29-02-2020,Tunesien,0,0,ZON,TN,11565204,70
01-03-2020,Tunesien,0,0,ZON,TN,11565204,70
02-03-2020,Tunesien,0,0,ZON,TN,11565204,70
03-03-2020,Tunesien,0,0,ZON,TN,11565204,70
04-03-2020,Tunesien,1,0,ZON,TN,11565204,70
05-03-2020,Tunesien,1,0,ZON,TN,11565204,70
06-03-2020,Tunesien,1,0,ZON,TN,11565204,70
07-03-2020,Tunesien,1,0,ZON,TN,11565204,70
08-03-2020,Tunesien,2,0,ZON,TN,11565204,70
09-03-2020,Tunesien,2,0,ZON,TN,11565204,70
10-03-2020,Tunesien,5,0,ZON,TN,11565204,70
11-03-2020,Tunesien,7,0,ZON,TN,11565204,70
12-03-2020,Tunesien,7,0,ZON,TN,11565204,70
13-03-2020,Tunesien,16,0,ZON,TN,11565204,70
14-03-2020,Tunesien,18,0,ZON,TN,11565204,70
15-03-2020,Tunesien,18,0,ZON,TN,11565204,70
16-03-2020,Tunesien,20,0,ZON,TN,11565204,70
17-03-2020,Tunesien,24,0,ZON,TN,11565204,70
18-03-2020,Tunesien,29,0,ZON,TN,11565204,70
19-03-2020,Tunesien,39,1,ZON,TN,11565204,70
20-03-2020,Tunesien,54,1,ZON,TN,11565204,70
21-03-2020,Tunesien,60,1,ZON,TN,11565204,70
22-03-2020,Tunesien,75,3,ZON,TN,11565204,70
23-03-2020,Tunesien,89,3,ZON,TN,11565204,70
24-03-2020,Tunesien,114,4,ZON,TN,11565204,70
25-03-2020,Tunesien,173,5,ZON,TN,11565204,70
26-03-2020,Tunesien,197,6,ZON,TN,11565204,70
27-03-2020,Tunesien,227,6,ZON,TN,11565204,70
28-03-2020,Tunesien,278,8,ZON,TN,11565204,70
29-03-2020,Tunesien,312,8,ZON,TN,11565204,70
30-03-2020,Tunesien,312,8,ZON,TN,11565204,70
31-03-2020,Tunesien,394,10,ZON,TN,11565204,70
01-04-2020,Tunesien,423,12,ZON,TN,11565204,70
22-01-2020,Japan,2,0,ZON,JP,127110047,336
23-01-2020,Japan,2,0,ZON,JP,127110047,336
24-01-2020,Japan,2,0,ZON,JP,127110047,336
25-01-2020,Japan,2,0,ZON,JP,127110047,336
26-01-2020,Japan,4,0,ZON,JP,127110047,336
27-01-2020,Japan,4,0,ZON,JP,127110047,336
28-01-2020,Japan,7,0,ZON,JP,127110047,336
29-01-2020,Japan,7,0,ZON,JP,127110047,336
30-01-2020,Japan,11,0,ZON,JP,127110047,336
31-01-2020,Japan,15,0,ZON,JP,127110047,336
01-02-2020,Japan,20,0,ZON,JP,127110047,336
02-02-2020,Japan,20,0,ZON,JP,127110047,336
03-02-2020,Japan,20,0,ZON,JP,127110047,336
04-02-2020,Japan,22,0,ZON,JP,127110047,336
05-02-2020,Japan,22,0,ZON,JP,127110047,336
06-02-2020,Japan,22,0,ZON,JP,127110047,336
07-02-2020,Japan,25,0,ZON,JP,127110047,336
08-02-2020,Japan,25,0,ZON,JP,127110047,336
09-02-2020,Japan,26,0,ZON,JP,127110047,336
10-02-2020,Japan,26,0,ZON,JP,127110047,336
11-02-2020,Japan,26,0,ZON,JP,127110047,336
12-02-2020,Japan,28,0,ZON,JP,127110047,336
13-02-2020,Japan,28,1,ZON,JP,127110047,336
14-02-2020,Japan,29,1,ZON,JP,127110047,336
15-02-2020,Japan,43,1,ZON,JP,127110047,336
16-02-2020,Japan,59,1,ZON,JP,127110047,336
17-02-2020,Japan,66,1,ZON,JP,127110047,336
18-02-2020,Japan,74,1,ZON,JP,127110047,336
19-02-2020,Japan,84,1,ZON,JP,127110047,336
20-02-2020,Japan,94,1,ZON,JP,127110047,336
21-02-2020,Japan,105,1,ZON,JP,127110047,336
22-02-2020,Japan,122,1,ZON,JP,127110047,336
23-02-2020,Japan,147,1,ZON,JP,127110047,336
24-02-2020,Japan,159,1,ZON,JP,127110047,336
25-02-2020,Japan,170,1,ZON,JP,127110047,336
26-02-2020,Japan,189,2,ZON,JP,127110047,336
27-02-2020,Japan,214,4,ZON,JP,127110047,336
28-02-2020,Japan,228,4,ZON,JP,127110047,336
29-02-2020,Japan,241,5,ZON,JP,127110047,336
01-03-2020,Japan,256,6,ZON,JP,127110047,336
02-03-2020,Japan,274,6,ZON,JP,127110047,336
03-03-2020,Japan,293,6,ZON,JP,127110047,336
04-03-2020,Japan,331,6,ZON,JP,127110047,336
05-03-2020,Japan,360,6,ZON,JP,127110047,336
06-03-2020,Japan,420,6,ZON,JP,127110047,336
07-03-2020,Japan,461,6,ZON,JP,127110047,336
08-03-2020,Japan,502,6,ZON,JP,127110047,336
09-03-2020,Japan,511,10,ZON,JP,127110047,336
10-03-2020,Japan,581,10,ZON,JP,127110047,336
11-03-2020,Japan,639,15,ZON,JP,127110047,336
12-03-2020,Japan,639,16,ZON,JP,127110047,336
13-03-2020,Japan,701,19,ZON,JP,127110047,336
14-03-2020,Japan,773,22,ZON,JP,127110047,336
15-03-2020,Japan,839,22,ZON,JP,127110047,336
16-03-2020,Japan,839,27,ZON,JP,127110047,336
17-03-2020,Japan,878,29,ZON,JP,127110047,336
18-03-2020,Japan,889,29,ZON,JP,127110047,336
19-03-2020,Japan,924,29,ZON,JP,127110047,336
20-03-2020,Japan,963,33,ZON,JP,127110047,336
21-03-2020,Japan,1007,35,ZON,JP,127110047,336
22-03-2020,Japan,1101,41,ZON,JP,127110047,336
23-03-2020,Japan,1128,42,ZON,JP,127110047,336
24-03-2020,Japan,1193,43,ZON,JP,127110047,336
25-03-2020,Japan,1307,45,ZON,JP,127110047,336
26-03-2020,Japan,1387,47,ZON,JP,127110047,336
27-03-2020,Japan,1468,49,ZON,JP,127110047,336
28-03-2020,Japan,1693,52,ZON,JP,127110047,336
29-03-2020,Japan,1866,54,ZON,JP,127110047,336
30-03-2020,Japan,1866,54,ZON,JP,127110047,336
31-03-2020,Japan,1953,56,ZON,JP,127110047,336
01-04-2020,Japan,2178,57,ZON,JP,127110047,336
22-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
23-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
24-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
25-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
26-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
27-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
28-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
29-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
30-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
31-01-2020,Bulgarien,0,0,ZON,BG,7265115,65
01-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
02-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
03-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
04-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
05-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
06-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
07-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
08-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
09-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
10-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
11-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
12-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
13-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
14-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
15-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
16-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
17-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
18-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
19-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
20-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
21-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
22-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
23-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
24-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
25-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
26-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
27-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
28-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
29-02-2020,Bulgarien,0,0,ZON,BG,7265115,65
01-03-2020,Bulgarien,0,0,ZON,BG,7265115,65
02-03-2020,Bulgarien,0,0,ZON,BG,7265115,65
03-03-2020,Bulgarien,0,0,ZON,BG,7265115,65
04-03-2020,Bulgarien,0,0,ZON,BG,7265115,65
05-03-2020,Bulgarien,0,0,ZON,BG,7265115,65
06-03-2020,Bulgarien,0,0,ZON,BG,7265115,65
